Title,Named-entity,Sentence
Brad Pitt,Plan B Entertainment,"He is the recipient of various accolades, including an Academy Award, a British Academy Film Award, and two Golden Globe Awards for his acting, in addition to a second Academy Award, a second British Academy Film Award, a third Golden Globe Award, and a Primetime Emmy Award as a producer under his production company, Plan B Entertainment."
Brad Pitt,Pitt,Pitt first gained recognition as a cowboy hitchhiker in the road film Thelma & Louise (1991).
Brad Pitt,first,Pitt first gained recognition as a cowboy hitchhiker in the road film Thelma & Louise (1991).
Brad Pitt,Thelma & Louise,Pitt first gained recognition as a cowboy hitchhiker in the road film Thelma & Louise (1991).
Brad Pitt,1991,Pitt first gained recognition as a cowboy hitchhiker in the road film Thelma & Louise (1991).
Brad Pitt,first,"His first leading roles in big-budget productions came with the drama films A River Runs Through It (1992) and Legends of the Fall (1994), and the horror film Interview with the Vampire (1994)."
Brad Pitt,1992,"His first leading roles in big-budget productions came with the drama films A River Runs Through It (1992) and Legends of the Fall (1994), and the horror film Interview with the Vampire (1994)."
Brad Pitt,Legends of the Fall,"His first leading roles in big-budget productions came with the drama films A River Runs Through It (1992) and Legends of the Fall (1994), and the horror film Interview with the Vampire (1994)."
Brad Pitt,1994,"His first leading roles in big-budget productions came with the drama films A River Runs Through It (1992) and Legends of the Fall (1994), and the horror film Interview with the Vampire (1994)."
Brad Pitt,Interview with the Vampire,"His first leading roles in big-budget productions came with the drama films A River Runs Through It (1992) and Legends of the Fall (1994), and the horror film Interview with the Vampire (1994)."
Brad Pitt,1994,"His first leading roles in big-budget productions came with the drama films A River Runs Through It (1992) and Legends of the Fall (1994), and the horror film Interview with the Vampire (1994)."
Brad Pitt,Seven,"He gave critically acclaimed performances in the crime thriller Seven (1995) and the science fiction film 12 Monkeys (1995), the latter earning him a Golden Globe Award for Best Supporting Actor Golden Globe Award for Best Supporting Actor and an Academy Award nomination."
Brad Pitt,1995,"He gave critically acclaimed performances in the crime thriller Seven (1995) and the science fiction film 12 Monkeys (1995), the latter earning him a Golden Globe Award for Best Supporting Actor Golden Globe Award for Best Supporting Actor and an Academy Award nomination."
Brad Pitt,12,"He gave critically acclaimed performances in the crime thriller Seven (1995) and the science fiction film 12 Monkeys (1995), the latter earning him a Golden Globe Award for Best Supporting Actor Golden Globe Award for Best Supporting Actor and an Academy Award nomination."
Brad Pitt,1995,"He gave critically acclaimed performances in the crime thriller Seven (1995) and the science fiction film 12 Monkeys (1995), the latter earning him a Golden Globe Award for Best Supporting Actor Golden Globe Award for Best Supporting Actor and an Academy Award nomination."
Brad Pitt,Pitt,"Pitt starred in Fight Club (1999) and the heist film Ocean's Eleven (2001), as well as its sequels, Ocean's Twelve (2004) and Ocean's Thirteen (2007)."
Brad Pitt,Fight Club,"Pitt starred in Fight Club (1999) and the heist film Ocean's Eleven (2001), as well as its sequels, Ocean's Twelve (2004) and Ocean's Thirteen (2007)."
Brad Pitt,1999,"Pitt starred in Fight Club (1999) and the heist film Ocean's Eleven (2001), as well as its sequels, Ocean's Twelve (2004) and Ocean's Thirteen (2007)."
Brad Pitt,Ocean's,"Pitt starred in Fight Club (1999) and the heist film Ocean's Eleven (2001), as well as its sequels, Ocean's Twelve (2004) and Ocean's Thirteen (2007)."
Brad Pitt,Eleven (2001,"Pitt starred in Fight Club (1999) and the heist film Ocean's Eleven (2001), as well as its sequels, Ocean's Twelve (2004) and Ocean's Thirteen (2007)."
Brad Pitt,Ocean,"Pitt starred in Fight Club (1999) and the heist film Ocean's Eleven (2001), as well as its sequels, Ocean's Twelve (2004) and Ocean's Thirteen (2007)."
Brad Pitt,2004,"Pitt starred in Fight Club (1999) and the heist film Ocean's Eleven (2001), as well as its sequels, Ocean's Twelve (2004) and Ocean's Thirteen (2007)."
Brad Pitt,Ocean,"Pitt starred in Fight Club (1999) and the heist film Ocean's Eleven (2001), as well as its sequels, Ocean's Twelve (2004) and Ocean's Thirteen (2007)."
Brad Pitt,Thirteen (2007,"Pitt starred in Fight Club (1999) and the heist film Ocean's Eleven (2001), as well as its sequels, Ocean's Twelve (2004) and Ocean's Thirteen (2007)."
Brad Pitt,Ocean,"His greatest commercial successes have been Ocean's Eleven (2001), Troy (2004), Mr. & Mrs.Mr. & Mrs. Smith (2005), World War Z (2013), and Once Upon a Time in Hollywood (2019), for which he won a second Golden Globe Award and the Academy Award for Best Supporting Actor."
Brad Pitt,Eleven (2001,"His greatest commercial successes have been Ocean's Eleven (2001), Troy (2004), Mr. & Mrs.Mr. & Mrs. Smith (2005), World War Z (2013), and Once Upon a Time in Hollywood (2019), for which he won a second Golden Globe Award and the Academy Award for Best Supporting Actor."
Brad Pitt,Troy,"His greatest commercial successes have been Ocean's Eleven (2001), Troy (2004), Mr. & Mrs.Mr. & Mrs. Smith (2005), World War Z (2013), and Once Upon a Time in Hollywood (2019), for which he won a second Golden Globe Award and the Academy Award for Best Supporting Actor."
Brad Pitt,2004,"His greatest commercial successes have been Ocean's Eleven (2001), Troy (2004), Mr. & Mrs.Mr. & Mrs. Smith (2005), World War Z (2013), and Once Upon a Time in Hollywood (2019), for which he won a second Golden Globe Award and the Academy Award for Best Supporting Actor."
Brad Pitt,&,"His greatest commercial successes have been Ocean's Eleven (2001), Troy (2004), Mr. & Mrs.Mr. & Mrs. Smith (2005), World War Z (2013), and Once Upon a Time in Hollywood (2019), for which he won a second Golden Globe Award and the Academy Award for Best Supporting Actor."
Brad Pitt,&,"His greatest commercial successes have been Ocean's Eleven (2001), Troy (2004), Mr. & Mrs.Mr. & Mrs. Smith (2005), World War Z (2013), and Once Upon a Time in Hollywood (2019), for which he won a second Golden Globe Award and the Academy Award for Best Supporting Actor."
Brad Pitt,Smith,"His greatest commercial successes have been Ocean's Eleven (2001), Troy (2004), Mr. & Mrs.Mr. & Mrs. Smith (2005), World War Z (2013), and Once Upon a Time in Hollywood (2019), for which he won a second Golden Globe Award and the Academy Award for Best Supporting Actor."
Brad Pitt,2005,"His greatest commercial successes have been Ocean's Eleven (2001), Troy (2004), Mr. & Mrs.Mr. & Mrs. Smith (2005), World War Z (2013), and Once Upon a Time in Hollywood (2019), for which he won a second Golden Globe Award and the Academy Award for Best Supporting Actor."
Brad Pitt,World War Z,"His greatest commercial successes have been Ocean's Eleven (2001), Troy (2004), Mr. & Mrs.Mr. & Mrs. Smith (2005), World War Z (2013), and Once Upon a Time in Hollywood (2019), for which he won a second Golden Globe Award and the Academy Award for Best Supporting Actor."
Brad Pitt,2013,"His greatest commercial successes have been Ocean's Eleven (2001), Troy (2004), Mr. & Mrs.Mr. & Mrs. Smith (2005), World War Z (2013), and Once Upon a Time in Hollywood (2019), for which he won a second Golden Globe Award and the Academy Award for Best Supporting Actor."
Brad Pitt,Hollywood,"His greatest commercial successes have been Ocean's Eleven (2001), Troy (2004), Mr. & Mrs.Mr. & Mrs. Smith (2005), World War Z (2013), and Once Upon a Time in Hollywood (2019), for which he won a second Golden Globe Award and the Academy Award for Best Supporting Actor."
Brad Pitt,2019,"His greatest commercial successes have been Ocean's Eleven (2001), Troy (2004), Mr. & Mrs.Mr. & Mrs. Smith (2005), World War Z (2013), and Once Upon a Time in Hollywood (2019), for which he won a second Golden Globe Award and the Academy Award for Best Supporting Actor."
Brad Pitt,second,"His greatest commercial successes have been Ocean's Eleven (2001), Troy (2004), Mr. & Mrs.Mr. & Mrs. Smith (2005), World War Z (2013), and Once Upon a Time in Hollywood (2019), for which he won a second Golden Globe Award and the Academy Award for Best Supporting Actor."
Brad Pitt,Golden Globe Award,"His greatest commercial successes have been Ocean's Eleven (2001), Troy (2004), Mr. & Mrs.Mr. & Mrs. Smith (2005), World War Z (2013), and Once Upon a Time in Hollywood (2019), for which he won a second Golden Globe Award and the Academy Award for Best Supporting Actor."
Brad Pitt,the Academy Award for Best Supporting,"His greatest commercial successes have been Ocean's Eleven (2001), Troy (2004), Mr. & Mrs.Mr. & Mrs. Smith (2005), World War Z (2013), and Once Upon a Time in Hollywood (2019), for which he won a second Golden Globe Award and the Academy Award for Best Supporting Actor."
Brad Pitt,Pitt,Pitt's other Academy Award nominated performances were in The Curious Case of Benjamin Button (2008) and Moneyball (2011).
Brad Pitt,Academy Award,Pitt's other Academy Award nominated performances were in The Curious Case of Benjamin Button (2008) and Moneyball (2011).
Brad Pitt,The Curious Case of Benjamin Button,Pitt's other Academy Award nominated performances were in The Curious Case of Benjamin Button (2008) and Moneyball (2011).
Brad Pitt,2008,Pitt's other Academy Award nominated performances were in The Curious Case of Benjamin Button (2008) and Moneyball (2011).
Brad Pitt,Moneyball,Pitt's other Academy Award nominated performances were in The Curious Case of Benjamin Button (2008) and Moneyball (2011).
Brad Pitt,2011,Pitt's other Academy Award nominated performances were in The Curious Case of Benjamin Button (2008) and Moneyball (2011).
Brad Pitt,The Departed,"He produced The Departed (2006) and 12 Years a Slave (2013), both of which won the Academy Award for Best Picture, and also The Tree of Life (2011), Moneyball (2011) and The Big Short (2015), all of which were nominated for Best Picture."
Brad Pitt,2006,"He produced The Departed (2006) and 12 Years a Slave (2013), both of which won the Academy Award for Best Picture, and also The Tree of Life (2011), Moneyball (2011) and The Big Short (2015), all of which were nominated for Best Picture."
Brad Pitt,12 Years,"He produced The Departed (2006) and 12 Years a Slave (2013), both of which won the Academy Award for Best Picture, and also The Tree of Life (2011), Moneyball (2011) and The Big Short (2015), all of which were nominated for Best Picture."
Brad Pitt,2013,"He produced The Departed (2006) and 12 Years a Slave (2013), both of which won the Academy Award for Best Picture, and also The Tree of Life (2011), Moneyball (2011) and The Big Short (2015), all of which were nominated for Best Picture."
Brad Pitt,the Academy Award for Best Picture,"He produced The Departed (2006) and 12 Years a Slave (2013), both of which won the Academy Award for Best Picture, and also The Tree of Life (2011), Moneyball (2011) and The Big Short (2015), all of which were nominated for Best Picture."
Brad Pitt,The Tree of Life,"He produced The Departed (2006) and 12 Years a Slave (2013), both of which won the Academy Award for Best Picture, and also The Tree of Life (2011), Moneyball (2011) and The Big Short (2015), all of which were nominated for Best Picture."
Brad Pitt,2011,"He produced The Departed (2006) and 12 Years a Slave (2013), both of which won the Academy Award for Best Picture, and also The Tree of Life (2011), Moneyball (2011) and The Big Short (2015), all of which were nominated for Best Picture."
Brad Pitt,Moneyball,"He produced The Departed (2006) and 12 Years a Slave (2013), both of which won the Academy Award for Best Picture, and also The Tree of Life (2011), Moneyball (2011) and The Big Short (2015), all of which were nominated for Best Picture."
Brad Pitt,2011,"He produced The Departed (2006) and 12 Years a Slave (2013), both of which won the Academy Award for Best Picture, and also The Tree of Life (2011), Moneyball (2011) and The Big Short (2015), all of which were nominated for Best Picture."
Brad Pitt,The Big Short,"He produced The Departed (2006) and 12 Years a Slave (2013), both of which won the Academy Award for Best Picture, and also The Tree of Life (2011), Moneyball (2011) and The Big Short (2015), all of which were nominated for Best Picture."
Brad Pitt,2015,"He produced The Departed (2006) and 12 Years a Slave (2013), both of which won the Academy Award for Best Picture, and also The Tree of Life (2011), Moneyball (2011) and The Big Short (2015), all of which were nominated for Best Picture."
Brad Pitt,Best Picture,"He produced The Departed (2006) and 12 Years a Slave (2013), both of which won the Academy Award for Best Picture, and also The Tree of Life (2011), Moneyball (2011) and The Big Short (2015), all of which were nominated for Best Picture."
Brad Pitt,Pitt,Pitt is the second actor to have won Academy Awards for both Best Supporting Actor and Best Picture.
Brad Pitt,second,Pitt is the second actor to have won Academy Awards for both Best Supporting Actor and Best Picture.
Brad Pitt,Academy Awards,Pitt is the second actor to have won Academy Awards for both Best Supporting Actor and Best Picture.
Brad Pitt,Pitt,"As a public figure, Pitt has been cited as one of the most powerful and influential people in the American entertainment industry."
Brad Pitt,American,"As a public figure, Pitt has been cited as one of the most powerful and influential people in the American entertainment industry."
Brad Pitt,many years,"For many years, he was cited as the world's most attractive man by various media outlets, and his personal life is the subject of wide publicity."
Brad Pitt,Jennifer Aniston,He is divorced from actresses Jennifer Aniston and Angelina Jolie.
Brad Pitt,Angelina Jolie,He is divorced from actresses Jennifer Aniston and Angelina Jolie.
Brad Pitt,Pitt,"Pitt has six children with Jolie, three of whom were adopted internationally."
Brad Pitt,six,"Pitt has six children with Jolie, three of whom were adopted internationally."
Brad Pitt,Jolie,"Pitt has six children with Jolie, three of whom were adopted internationally."
Brad Pitt,three,"Pitt has six children with Jolie, three of whom were adopted internationally."
Brad Pitt,"December 18, 1963","Early lifePitt was born on December 18, 1963, in Shawnee, Oklahoma, to William Alvin Pitt, the proprietor of a trucking company, and Jane Etta (ne Hillhouse), a school counselor."
Brad Pitt,Shawnee,"Early lifePitt was born on December 18, 1963, in Shawnee, Oklahoma, to William Alvin Pitt, the proprietor of a trucking company, and Jane Etta (ne Hillhouse), a school counselor."
Brad Pitt,Oklahoma,"Early lifePitt was born on December 18, 1963, in Shawnee, Oklahoma, to William Alvin Pitt, the proprietor of a trucking company, and Jane Etta (ne Hillhouse), a school counselor."
Brad Pitt,William Alvin Pitt,"Early lifePitt was born on December 18, 1963, in Shawnee, Oklahoma, to William Alvin Pitt, the proprietor of a trucking company, and Jane Etta (ne Hillhouse), a school counselor."
Brad Pitt,Jane Etta,"Early lifePitt was born on December 18, 1963, in Shawnee, Oklahoma, to William Alvin Pitt, the proprietor of a trucking company, and Jane Etta (ne Hillhouse), a school counselor."
Brad Pitt,ne Hillhouse,"Early lifePitt was born on December 18, 1963, in Shawnee, Oklahoma, to William Alvin Pitt, the proprietor of a trucking company, and Jane Etta (ne Hillhouse), a school counselor."
Brad Pitt,Pitt,"Pitt has described Springfield as ""Mark Twain country, Jesse James country,"" having grown up with ""a lot of hills, a lot of lakes."
Brad Pitt,Springfield,"Pitt has described Springfield as ""Mark Twain country, Jesse James country,"" having grown up with ""a lot of hills, a lot of lakes."
Brad Pitt,Mark Twain,"Pitt has described Springfield as ""Mark Twain country, Jesse James country,"" having grown up with ""a lot of hills, a lot of lakes."
Brad Pitt,Jesse James,"Pitt has described Springfield as ""Mark Twain country, Jesse James country,"" having grown up with ""a lot of hills, a lot of lakes."
Brad Pitt,Inside the Actors Studio,"""Stated on Inside the Actors Studio, 2012Pitt attended Kickapoo High School (Springfield,Kickapoo High School, where he was a member of the golf, swimming and tennis teams."
Brad Pitt,2012Pitt,"""Stated on Inside the Actors Studio, 2012Pitt attended Kickapoo High School (Springfield,Kickapoo High School, where he was a member of the golf, swimming and tennis teams."
Brad Pitt,Kickapoo High School,"""Stated on Inside the Actors Studio, 2012Pitt attended Kickapoo High School (Springfield,Kickapoo High School, where he was a member of the golf, swimming and tennis teams."
Brad Pitt,Springfield,"""Stated on Inside the Actors Studio, 2012Pitt attended Kickapoo High School (Springfield,Kickapoo High School, where he was a member of the golf, swimming and tennis teams."
Brad Pitt,Kickapoo High School,"""Stated on Inside the Actors Studio, 2012Pitt attended Kickapoo High School (Springfield,Kickapoo High School, where he was a member of the golf, swimming and tennis teams."
Brad Pitt,Los Angeles,"Early workWhile struggling to establish himself in Los Angeles, Pitt took lessons from acting coach Roy London."
Brad Pitt,Pitt,"Early workWhile struggling to establish himself in Los Angeles, Pitt took lessons from acting coach Roy London."
Brad Pitt,Roy London,"Early workWhile struggling to establish himself in Los Angeles, Pitt took lessons from acting coach Roy London."
Brad Pitt,May 1987,"In May 1987, he made his television debut in a two-episode role on the NBC soap opera Another World."
Brad Pitt,two,"In May 1987, he made his television debut in a two-episode role on the NBC soap opera Another World."
Brad Pitt,NBC,"In May 1987, he made his television debut in a two-episode role on the NBC soap opera Another World."
Brad Pitt,Another World,"In May 1987, he made his television debut in a two-episode role on the NBC soap opera Another World."
Brad Pitt,Brad Pitt,"[ ""Brad Pitt on Another World""]  , The Another World Home Page."
Brad Pitt,Another World,"[ ""Brad Pitt on Another World""]  , The Another World Home Page."
Brad Pitt,"January 10, 2012","Retrieved January 10, 2012."
Brad Pitt,November of the same year,"In November of the same year, Pitt had a guest appearance on the CBS sitcom Trial and ErrorPitt was cast as Billy Canton, a drug addict who takes advantage of a young runaway (played by Juliette Lewis) in the 1990 NBC television movie Too Young to Die?, the story of an abused teenager sentenced to death for a murder."
Brad Pitt,Pitt,"In November of the same year, Pitt had a guest appearance on the CBS sitcom Trial and ErrorPitt was cast as Billy Canton, a drug addict who takes advantage of a young runaway (played by Juliette Lewis) in the 1990 NBC television movie Too Young to Die?, the story of an abused teenager sentenced to death for a murder."
Brad Pitt,CBS,"In November of the same year, Pitt had a guest appearance on the CBS sitcom Trial and ErrorPitt was cast as Billy Canton, a drug addict who takes advantage of a young runaway (played by Juliette Lewis) in the 1990 NBC television movie Too Young to Die?, the story of an abused teenager sentenced to death for a murder."
Brad Pitt,ErrorPitt,"In November of the same year, Pitt had a guest appearance on the CBS sitcom Trial and ErrorPitt was cast as Billy Canton, a drug addict who takes advantage of a young runaway (played by Juliette Lewis) in the 1990 NBC television movie Too Young to Die?, the story of an abused teenager sentenced to death for a murder."
Brad Pitt,Billy Canton,"In November of the same year, Pitt had a guest appearance on the CBS sitcom Trial and ErrorPitt was cast as Billy Canton, a drug addict who takes advantage of a young runaway (played by Juliette Lewis) in the 1990 NBC television movie Too Young to Die?, the story of an abused teenager sentenced to death for a murder."
Brad Pitt,Juliette Lewis,"In November of the same year, Pitt had a guest appearance on the CBS sitcom Trial and ErrorPitt was cast as Billy Canton, a drug addict who takes advantage of a young runaway (played by Juliette Lewis) in the 1990 NBC television movie Too Young to Die?, the story of an abused teenager sentenced to death for a murder."
Brad Pitt,1990,"In November of the same year, Pitt had a guest appearance on the CBS sitcom Trial and ErrorPitt was cast as Billy Canton, a drug addict who takes advantage of a young runaway (played by Juliette Lewis) in the 1990 NBC television movie Too Young to Die?, the story of an abused teenager sentenced to death for a murder."
Brad Pitt,NBC,"In November of the same year, Pitt had a guest appearance on the CBS sitcom Trial and ErrorPitt was cast as Billy Canton, a drug addict who takes advantage of a young runaway (played by Juliette Lewis) in the 1990 NBC television movie Too Young to Die?, the story of an abused teenager sentenced to death for a murder."
Brad Pitt,Too Young to Die?,"In November of the same year, Pitt had a guest appearance on the CBS sitcom Trial and ErrorPitt was cast as Billy Canton, a drug addict who takes advantage of a young runaway (played by Juliette Lewis) in the 1990 NBC television movie Too Young to Die?, the story of an abused teenager sentenced to death for a murder."
Brad Pitt,Ken Tucker,"Ken Tucker of Entertainment Weekly wrote: ""Pitt is a magnificent slimeball as her hoody boyfriend; looking and sounding like a malevolent John Cougar Mellencamp, he's really scary."
Brad Pitt,Entertainment Weekly,"Ken Tucker of Entertainment Weekly wrote: ""Pitt is a magnificent slimeball as her hoody boyfriend; looking and sounding like a malevolent John Cougar Mellencamp, he's really scary."
Brad Pitt,Pitt,"Ken Tucker of Entertainment Weekly wrote: ""Pitt is a magnificent slimeball as her hoody boyfriend; looking and sounding like a malevolent John Cougar Mellencamp, he's really scary."
Brad Pitt,John Cougar Mellencamp,"Ken Tucker of Entertainment Weekly wrote: ""Pitt is a magnificent slimeball as her hoody boyfriend; looking and sounding like a malevolent John Cougar Mellencamp, he's really scary."
Brad Pitt,Paul Maclean,"""Pitt took on the role of Paul Maclean in the 1992 biographical film A River Runs Through It, directed by Robert Redford.19941998:"
Brad Pitt,1992,"""Pitt took on the role of Paul Maclean in the 1992 biographical film A River Runs Through It, directed by Robert Redford.19941998:"
Brad Pitt,A River Runs Through It,"""Pitt took on the role of Paul Maclean in the 1992 biographical film A River Runs Through It, directed by Robert Redford.19941998:"
Brad Pitt,Robert Redford.19941998,"""Pitt took on the role of Paul Maclean in the 1992 biographical film A River Runs Through It, directed by Robert Redford.19941998:"
Brad Pitt,Losang Thonden,"Breakthroughfile:SevenYearsInTibeta.upright0.Pitt with Losang Thonden in Argentina on the set of Seven Years in Tibet in 1997In 1994, Pitt portrayed the vampire Louis de Pointe du Lac in the horror film Interview with the Vampire:"
Brad Pitt,Argentina,"Breakthroughfile:SevenYearsInTibeta.upright0.Pitt with Losang Thonden in Argentina on the set of Seven Years in Tibet in 1997In 1994, Pitt portrayed the vampire Louis de Pointe du Lac in the horror film Interview with the Vampire:"
Brad Pitt,Seven Years,"Breakthroughfile:SevenYearsInTibeta.upright0.Pitt with Losang Thonden in Argentina on the set of Seven Years in Tibet in 1997In 1994, Pitt portrayed the vampire Louis de Pointe du Lac in the horror film Interview with the Vampire:"
Brad Pitt,Tibet,"Breakthroughfile:SevenYearsInTibeta.upright0.Pitt with Losang Thonden in Argentina on the set of Seven Years in Tibet in 1997In 1994, Pitt portrayed the vampire Louis de Pointe du Lac in the horror film Interview with the Vampire:"
Brad Pitt,1997In 1994,"Breakthroughfile:SevenYearsInTibeta.upright0.Pitt with Losang Thonden in Argentina on the set of Seven Years in Tibet in 1997In 1994, Pitt portrayed the vampire Louis de Pointe du Lac in the horror film Interview with the Vampire:"
Brad Pitt,Pitt,"Breakthroughfile:SevenYearsInTibeta.upright0.Pitt with Losang Thonden in Argentina on the set of Seven Years in Tibet in 1997In 1994, Pitt portrayed the vampire Louis de Pointe du Lac in the horror film Interview with the Vampire:"
Brad Pitt,Louis de Pointe du Lac,"Breakthroughfile:SevenYearsInTibeta.upright0.Pitt with Losang Thonden in Argentina on the set of Seven Years in Tibet in 1997In 1994, Pitt portrayed the vampire Louis de Pointe du Lac in the horror film Interview with the Vampire:"
Brad Pitt,Interview with the Vampire:,"Breakthroughfile:SevenYearsInTibeta.upright0.Pitt with Losang Thonden in Argentina on the set of Seven Years in Tibet in 1997In 1994, Pitt portrayed the vampire Louis de Pointe du Lac in the horror film Interview with the Vampire:"
Brad Pitt,The Vampire Chronicles,"The Vampire Chronicles, based on Anne Rice's 1976 novel of the same name."
Brad Pitt,Anne Rice's,"The Vampire Chronicles, based on Anne Rice's 1976 novel of the same name."
