Title,Named-entity,Sentence
Barack Obama,Columbia University,"After graduating from Columbia University in 1983, he worked as a community organizer  in Chicago."
Barack Obama,1983,"After graduating from Columbia University in 1983, he worked as a community organizer  in Chicago."
Barack Obama,Chicago,"After graduating from Columbia University in 1983, he worked as a community organizer  in Chicago."
Barack Obama,1988,"In 1988, he enrolled in Harvard Law School, where he was the first black president of the Harvard Law Review."
Barack Obama,Harvard Law School,"In 1988, he enrolled in Harvard Law School, where he was the first black president of the Harvard Law Review."
Barack Obama,first,"In 1988, he enrolled in Harvard Law School, where he was the first black president of the Harvard Law Review."
Barack Obama,the Harvard Law Review,"In 1988, he enrolled in Harvard Law School, where he was the first black president of the Harvard Law Review."
Barack Obama,the University of Chicago Law School,"After graduating, he became a civil rights attorney and an academic, teaching constitutional law at the University of Chicago Law School from 1992 to 2004."
Barack Obama,1992,"After graduating, he became a civil rights attorney and an academic, teaching constitutional law at the University of Chicago Law School from 1992 to 2004."
Barack Obama,2004,"After graduating, he became a civil rights attorney and an academic, teaching constitutional law at the University of Chicago Law School from 1992 to 2004."
Barack Obama,13th,"Turning to elective politics, he represented the 13th district in the Illinois Senate from 1997 until 2004, when he ran for the U.S. Senate."
Barack Obama,the Illinois Senate,"Turning to elective politics, he represented the 13th district in the Illinois Senate from 1997 until 2004, when he ran for the U.S. Senate."
Barack Obama,1997,"Turning to elective politics, he represented the 13th district in the Illinois Senate from 1997 until 2004, when he ran for the U.S. Senate."
Barack Obama,2004,"Turning to elective politics, he represented the 13th district in the Illinois Senate from 1997 until 2004, when he ran for the U.S. Senate."
Barack Obama,the U.S. Senate,"Turning to elective politics, he represented the 13th district in the Illinois Senate from 1997 until 2004, when he ran for the U.S. Senate."
Barack Obama,Obama,"Obama received national attention in 2004 with his March Senate primary win, his well-received July Democratic National Convention keynote address, and his landslide November election to the Senate."
Barack Obama,2004,"Obama received national attention in 2004 with his March Senate primary win, his well-received July Democratic National Convention keynote address, and his landslide November election to the Senate."
Barack Obama,March,"Obama received national attention in 2004 with his March Senate primary win, his well-received July Democratic National Convention keynote address, and his landslide November election to the Senate."
Barack Obama,Senate,"Obama received national attention in 2004 with his March Senate primary win, his well-received July Democratic National Convention keynote address, and his landslide November election to the Senate."
Barack Obama,July,"Obama received national attention in 2004 with his March Senate primary win, his well-received July Democratic National Convention keynote address, and his landslide November election to the Senate."
Barack Obama,Democratic,"Obama received national attention in 2004 with his March Senate primary win, his well-received July Democratic National Convention keynote address, and his landslide November election to the Senate."
Barack Obama,National Convention,"Obama received national attention in 2004 with his March Senate primary win, his well-received July Democratic National Convention keynote address, and his landslide November election to the Senate."
Barack Obama,November,"Obama received national attention in 2004 with his March Senate primary win, his well-received July Democratic National Convention keynote address, and his landslide November election to the Senate."
Barack Obama,Senate,"Obama received national attention in 2004 with his March Senate primary win, his well-received July Democratic National Convention keynote address, and his landslide November election to the Senate."
Barack Obama,2008,"In 2008, a year after beginning his campaign, and after a close primary campaign against Hillary Clinton, he was nominated by the Democratic Party for president."
Barack Obama,a year,"In 2008, a year after beginning his campaign, and after a close primary campaign against Hillary Clinton, he was nominated by the Democratic Party for president."
Barack Obama,Hillary Clinton,"In 2008, a year after beginning his campaign, and after a close primary campaign against Hillary Clinton, he was nominated by the Democratic Party for president."
Barack Obama,the Democratic Party,"In 2008, a year after beginning his campaign, and after a close primary campaign against Hillary Clinton, he was nominated by the Democratic Party for president."
Barack Obama,Obama,"Obama was elected over Republican nominee John McCain in the general election and was inaugurated alongside his running mate Joe Biden, on January 20, 2009."
Barack Obama,Republican,"Obama was elected over Republican nominee John McCain in the general election and was inaugurated alongside his running mate Joe Biden, on January 20, 2009."
Barack Obama,John McCain,"Obama was elected over Republican nominee John McCain in the general election and was inaugurated alongside his running mate Joe Biden, on January 20, 2009."
Barack Obama,Joe Biden,"Obama was elected over Republican nominee John McCain in the general election and was inaugurated alongside his running mate Joe Biden, on January 20, 2009."
Barack Obama,"January 20, 2009","Obama was elected over Republican nominee John McCain in the general election and was inaugurated alongside his running mate Joe Biden, on January 20, 2009."
Barack Obama,Nine months later,"Nine months later, he was named the 2009 Nobel Peace Prize laureate, a decision that drew a mixture of praise and criticism."
Barack Obama,2009,"Nine months later, he was named the 2009 Nobel Peace Prize laureate, a decision that drew a mixture of praise and criticism."
Barack Obama,Nobel Peace Prize,"Nine months later, he was named the 2009 Nobel Peace Prize laureate, a decision that drew a mixture of praise and criticism."
Barack Obama,Obama,Obama signed many landmark bills into law during his first two years in office.
Barack Obama,the Affordable Care Act,"The main reforms include: the Affordable Care Act (ACA or ""Obamacare""), although without a public health insurance option; the DoddFrank Wall Street Reform and Consumer Protection Act; and the Don't Ask, Don't Tell Repeal Act of 2010."
Barack Obama,ACA,"The main reforms include: the Affordable Care Act (ACA or ""Obamacare""), although without a public health insurance option; the DoddFrank Wall Street Reform and Consumer Protection Act; and the Don't Ask, Don't Tell Repeal Act of 2010."
Barack Obama,Obamacare,"The main reforms include: the Affordable Care Act (ACA or ""Obamacare""), although without a public health insurance option; the DoddFrank Wall Street Reform and Consumer Protection Act; and the Don't Ask, Don't Tell Repeal Act of 2010."
Barack Obama,the DoddFrank Wall Street Reform and Consumer Protection Act,"The main reforms include: the Affordable Care Act (ACA or ""Obamacare""), although without a public health insurance option; the DoddFrank Wall Street Reform and Consumer Protection Act; and the Don't Ask, Don't Tell Repeal Act of 2010."
Barack Obama,2010,"The main reforms include: the Affordable Care Act (ACA or ""Obamacare""), although without a public health insurance option; the DoddFrank Wall Street Reform and Consumer Protection Act; and the Don't Ask, Don't Tell Repeal Act of 2010."
Barack Obama,The American Recovery and Reinvestment Act,"The American Recovery and Reinvestment Act and Tax Relief, Unemployment Insurance Reauthorization,Tax Relief, Unemployment Insurance Reauthorization, and Job Creation Act served as economic stimuli amidst the Great Recession."
Barack Obama,the Great Recession,"The American Recovery and Reinvestment Act and Tax Relief, Unemployment Insurance Reauthorization,Tax Relief, Unemployment Insurance Reauthorization, and Job Creation Act served as economic stimuli amidst the Great Recession."
Barack Obama,United States,"After a United States debt-lengthy debate over the national debt limit, he signed the Budget Control and the American Taxpayer Relief Acts."
Barack Obama,the Budget Control,"After a United States debt-lengthy debate over the national debt limit, he signed the Budget Control and the American Taxpayer Relief Acts."
Barack Obama,the American Taxpayer Relief Acts,"After a United States debt-lengthy debate over the national debt limit, he signed the Budget Control and the American Taxpayer Relief Acts."
Barack Obama,U.S.,"In foreign policy, he increased U.S. troop levels in War in Afghanistan (2001Afghanistan, reduced nuclear weapons with the United StatesRussia New START treaty, and Withdrawal of U.S. troops from Iraq (2007ended military involvement in the Iraq War."
Barack Obama,Afghanistan,"In foreign policy, he increased U.S. troop levels in War in Afghanistan (2001Afghanistan, reduced nuclear weapons with the United StatesRussia New START treaty, and Withdrawal of U.S. troops from Iraq (2007ended military involvement in the Iraq War."
Barack Obama,2001Afghanistan,"In foreign policy, he increased U.S. troop levels in War in Afghanistan (2001Afghanistan, reduced nuclear weapons with the United StatesRussia New START treaty, and Withdrawal of U.S. troops from Iraq (2007ended military involvement in the Iraq War."
Barack Obama,U.S.,"In foreign policy, he increased U.S. troop levels in War in Afghanistan (2001Afghanistan, reduced nuclear weapons with the United StatesRussia New START treaty, and Withdrawal of U.S. troops from Iraq (2007ended military involvement in the Iraq War."
Barack Obama,Iraq,"In foreign policy, he increased U.S. troop levels in War in Afghanistan (2001Afghanistan, reduced nuclear weapons with the United StatesRussia New START treaty, and Withdrawal of U.S. troops from Iraq (2007ended military involvement in the Iraq War."
Barack Obama,the Iraq War,"In foreign policy, he increased U.S. troop levels in War in Afghanistan (2001Afghanistan, reduced nuclear weapons with the United StatesRussia New START treaty, and Withdrawal of U.S. troops from Iraq (2007ended military involvement in the Iraq War."
Barack Obama,2011,"In 2011, Obama ordered the drone-strike killing of Anwar al-Awlaki, a US citizen and suspected al-Qaeda operative, leading to controversy."
Barack Obama,Obama,"In 2011, Obama ordered the drone-strike killing of Anwar al-Awlaki, a US citizen and suspected al-Qaeda operative, leading to controversy."
Barack Obama,Anwar al-Awlaki,"In 2011, Obama ordered the drone-strike killing of Anwar al-Awlaki, a US citizen and suspected al-Qaeda operative, leading to controversy."
Barack Obama,US,"In 2011, Obama ordered the drone-strike killing of Anwar al-Awlaki, a US citizen and suspected al-Qaeda operative, leading to controversy."
Barack Obama,al-Qaeda,"In 2011, Obama ordered the drone-strike killing of Anwar al-Awlaki, a US citizen and suspected al-Qaeda operative, leading to controversy."
Barack Obama,Libya,"He ordered military involvement in Libya for the implementation of the UN Security Council Resolution 1973, contributing to the overthrow of Muammar Gaddafi."
Barack Obama,the UN Security Council Resolution 1973,"He ordered military involvement in Libya for the implementation of the UN Security Council Resolution 1973, contributing to the overthrow of Muammar Gaddafi."
Barack Obama,Muammar Gaddafi,"He ordered military involvement in Libya for the implementation of the UN Security Council Resolution 1973, contributing to the overthrow of Muammar Gaddafi."
Barack Obama,Osama bin Laden,He also ordered the military operation that resulted in the death of Osama bin Laden.
Barack Obama,Republican,"After winning re-election by defeating Republican opponent Mitt Romney, Obama was sworn in for a second term on January 20, 2013."
Barack Obama,Mitt Romney,"After winning re-election by defeating Republican opponent Mitt Romney, Obama was sworn in for a second term on January 20, 2013."
Barack Obama,Obama,"After winning re-election by defeating Republican opponent Mitt Romney, Obama was sworn in for a second term on January 20, 2013."
Barack Obama,second,"After winning re-election by defeating Republican opponent Mitt Romney, Obama was sworn in for a second term on January 20, 2013."
Barack Obama,"January 20, 2013","After winning re-election by defeating Republican opponent Mitt Romney, Obama was sworn in for a second term on January 20, 2013."
Barack Obama,LGBT Americans,"During this term, he promoted inclusion for LGBT Americans."
Barack Obama,the Supreme Court,His administration filed briefs that urged the Supreme Court to strike down Same-same-sex marriage bans as unconstitutional (United States v. Windsor and Obergefell v. Hodges); same-sex marriage was Same-legalized nationwide in 2015 after the Court ruled so in Obergefell.
Barack Obama,United States,His administration filed briefs that urged the Supreme Court to strike down Same-same-sex marriage bans as unconstitutional (United States v. Windsor and Obergefell v. Hodges); same-sex marriage was Same-legalized nationwide in 2015 after the Court ruled so in Obergefell.
Barack Obama,Obergefell,His administration filed briefs that urged the Supreme Court to strike down Same-same-sex marriage bans as unconstitutional (United States v. Windsor and Obergefell v. Hodges); same-sex marriage was Same-legalized nationwide in 2015 after the Court ruled so in Obergefell.
Barack Obama,Hodges,His administration filed briefs that urged the Supreme Court to strike down Same-same-sex marriage bans as unconstitutional (United States v. Windsor and Obergefell v. Hodges); same-sex marriage was Same-legalized nationwide in 2015 after the Court ruled so in Obergefell.
Barack Obama,2015,His administration filed briefs that urged the Supreme Court to strike down Same-same-sex marriage bans as unconstitutional (United States v. Windsor and Obergefell v. Hodges); same-sex marriage was Same-legalized nationwide in 2015 after the Court ruled so in Obergefell.
Barack Obama,Court,His administration filed briefs that urged the Supreme Court to strike down Same-same-sex marriage bans as unconstitutional (United States v. Windsor and Obergefell v. Hodges); same-sex marriage was Same-legalized nationwide in 2015 after the Court ruled so in Obergefell.
Barack Obama,Obergefell,His administration filed briefs that urged the Supreme Court to strike down Same-same-sex marriage bans as unconstitutional (United States v. Windsor and Obergefell v. Hodges); same-sex marriage was Same-legalized nationwide in 2015 after the Court ruled so in Obergefell.
Barack Obama,American,"In foreign policy, he ordered American-led intervention in Iraq (2014military interventions in Iraq and American-Syria in response to gains made by ISIL after the 2011 withdrawal from Iraq, promoted discussions that led to the 2015 Paris Agreement on global climate change, oversaw and ultimately apologized for the deadly Kunduz hospital airstrike, drew down Withdrawal of United States troops from Afghanistan (2011U.S. troops in Afghanistan in 2016, initiated sanctions against Russia following the Annexation of Crimea and again after interference in the 2016 U.S. elections, brokered the Joint Comprehensive Plan of Action nuclear deal with Iran, and normalized U.S. relations with Cuba."
Barack Obama,Iraq,"In foreign policy, he ordered American-led intervention in Iraq (2014military interventions in Iraq and American-Syria in response to gains made by ISIL after the 2011 withdrawal from Iraq, promoted discussions that led to the 2015 Paris Agreement on global climate change, oversaw and ultimately apologized for the deadly Kunduz hospital airstrike, drew down Withdrawal of United States troops from Afghanistan (2011U.S. troops in Afghanistan in 2016, initiated sanctions against Russia following the Annexation of Crimea and again after interference in the 2016 U.S. elections, brokered the Joint Comprehensive Plan of Action nuclear deal with Iran, and normalized U.S. relations with Cuba."
Barack Obama,Iraq,"In foreign policy, he ordered American-led intervention in Iraq (2014military interventions in Iraq and American-Syria in response to gains made by ISIL after the 2011 withdrawal from Iraq, promoted discussions that led to the 2015 Paris Agreement on global climate change, oversaw and ultimately apologized for the deadly Kunduz hospital airstrike, drew down Withdrawal of United States troops from Afghanistan (2011U.S. troops in Afghanistan in 2016, initiated sanctions against Russia following the Annexation of Crimea and again after interference in the 2016 U.S. elections, brokered the Joint Comprehensive Plan of Action nuclear deal with Iran, and normalized U.S. relations with Cuba."
Barack Obama,American,"In foreign policy, he ordered American-led intervention in Iraq (2014military interventions in Iraq and American-Syria in response to gains made by ISIL after the 2011 withdrawal from Iraq, promoted discussions that led to the 2015 Paris Agreement on global climate change, oversaw and ultimately apologized for the deadly Kunduz hospital airstrike, drew down Withdrawal of United States troops from Afghanistan (2011U.S. troops in Afghanistan in 2016, initiated sanctions against Russia following the Annexation of Crimea and again after interference in the 2016 U.S. elections, brokered the Joint Comprehensive Plan of Action nuclear deal with Iran, and normalized U.S. relations with Cuba."
Barack Obama,2011,"In foreign policy, he ordered American-led intervention in Iraq (2014military interventions in Iraq and American-Syria in response to gains made by ISIL after the 2011 withdrawal from Iraq, promoted discussions that led to the 2015 Paris Agreement on global climate change, oversaw and ultimately apologized for the deadly Kunduz hospital airstrike, drew down Withdrawal of United States troops from Afghanistan (2011U.S. troops in Afghanistan in 2016, initiated sanctions against Russia following the Annexation of Crimea and again after interference in the 2016 U.S. elections, brokered the Joint Comprehensive Plan of Action nuclear deal with Iran, and normalized U.S. relations with Cuba."
Barack Obama,Iraq,"In foreign policy, he ordered American-led intervention in Iraq (2014military interventions in Iraq and American-Syria in response to gains made by ISIL after the 2011 withdrawal from Iraq, promoted discussions that led to the 2015 Paris Agreement on global climate change, oversaw and ultimately apologized for the deadly Kunduz hospital airstrike, drew down Withdrawal of United States troops from Afghanistan (2011U.S. troops in Afghanistan in 2016, initiated sanctions against Russia following the Annexation of Crimea and again after interference in the 2016 U.S. elections, brokered the Joint Comprehensive Plan of Action nuclear deal with Iran, and normalized U.S. relations with Cuba."
Barack Obama,2015,"In foreign policy, he ordered American-led intervention in Iraq (2014military interventions in Iraq and American-Syria in response to gains made by ISIL after the 2011 withdrawal from Iraq, promoted discussions that led to the 2015 Paris Agreement on global climate change, oversaw and ultimately apologized for the deadly Kunduz hospital airstrike, drew down Withdrawal of United States troops from Afghanistan (2011U.S. troops in Afghanistan in 2016, initiated sanctions against Russia following the Annexation of Crimea and again after interference in the 2016 U.S. elections, brokered the Joint Comprehensive Plan of Action nuclear deal with Iran, and normalized U.S. relations with Cuba."
Barack Obama,Paris Agreement,"In foreign policy, he ordered American-led intervention in Iraq (2014military interventions in Iraq and American-Syria in response to gains made by ISIL after the 2011 withdrawal from Iraq, promoted discussions that led to the 2015 Paris Agreement on global climate change, oversaw and ultimately apologized for the deadly Kunduz hospital airstrike, drew down Withdrawal of United States troops from Afghanistan (2011U.S. troops in Afghanistan in 2016, initiated sanctions against Russia following the Annexation of Crimea and again after interference in the 2016 U.S. elections, brokered the Joint Comprehensive Plan of Action nuclear deal with Iran, and normalized U.S. relations with Cuba."
Barack Obama,Kunduz,"In foreign policy, he ordered American-led intervention in Iraq (2014military interventions in Iraq and American-Syria in response to gains made by ISIL after the 2011 withdrawal from Iraq, promoted discussions that led to the 2015 Paris Agreement on global climate change, oversaw and ultimately apologized for the deadly Kunduz hospital airstrike, drew down Withdrawal of United States troops from Afghanistan (2011U.S. troops in Afghanistan in 2016, initiated sanctions against Russia following the Annexation of Crimea and again after interference in the 2016 U.S. elections, brokered the Joint Comprehensive Plan of Action nuclear deal with Iran, and normalized U.S. relations with Cuba."
Barack Obama,United States,"In foreign policy, he ordered American-led intervention in Iraq (2014military interventions in Iraq and American-Syria in response to gains made by ISIL after the 2011 withdrawal from Iraq, promoted discussions that led to the 2015 Paris Agreement on global climate change, oversaw and ultimately apologized for the deadly Kunduz hospital airstrike, drew down Withdrawal of United States troops from Afghanistan (2011U.S. troops in Afghanistan in 2016, initiated sanctions against Russia following the Annexation of Crimea and again after interference in the 2016 U.S. elections, brokered the Joint Comprehensive Plan of Action nuclear deal with Iran, and normalized U.S. relations with Cuba."
Barack Obama,Afghanistan,"In foreign policy, he ordered American-led intervention in Iraq (2014military interventions in Iraq and American-Syria in response to gains made by ISIL after the 2011 withdrawal from Iraq, promoted discussions that led to the 2015 Paris Agreement on global climate change, oversaw and ultimately apologized for the deadly Kunduz hospital airstrike, drew down Withdrawal of United States troops from Afghanistan (2011U.S. troops in Afghanistan in 2016, initiated sanctions against Russia following the Annexation of Crimea and again after interference in the 2016 U.S. elections, brokered the Joint Comprehensive Plan of Action nuclear deal with Iran, and normalized U.S. relations with Cuba."
Barack Obama,2011U.S.,"In foreign policy, he ordered American-led intervention in Iraq (2014military interventions in Iraq and American-Syria in response to gains made by ISIL after the 2011 withdrawal from Iraq, promoted discussions that led to the 2015 Paris Agreement on global climate change, oversaw and ultimately apologized for the deadly Kunduz hospital airstrike, drew down Withdrawal of United States troops from Afghanistan (2011U.S. troops in Afghanistan in 2016, initiated sanctions against Russia following the Annexation of Crimea and again after interference in the 2016 U.S. elections, brokered the Joint Comprehensive Plan of Action nuclear deal with Iran, and normalized U.S. relations with Cuba."
Barack Obama,Afghanistan,"In foreign policy, he ordered American-led intervention in Iraq (2014military interventions in Iraq and American-Syria in response to gains made by ISIL after the 2011 withdrawal from Iraq, promoted discussions that led to the 2015 Paris Agreement on global climate change, oversaw and ultimately apologized for the deadly Kunduz hospital airstrike, drew down Withdrawal of United States troops from Afghanistan (2011U.S. troops in Afghanistan in 2016, initiated sanctions against Russia following the Annexation of Crimea and again after interference in the 2016 U.S. elections, brokered the Joint Comprehensive Plan of Action nuclear deal with Iran, and normalized U.S. relations with Cuba."
Barack Obama,2016,"In foreign policy, he ordered American-led intervention in Iraq (2014military interventions in Iraq and American-Syria in response to gains made by ISIL after the 2011 withdrawal from Iraq, promoted discussions that led to the 2015 Paris Agreement on global climate change, oversaw and ultimately apologized for the deadly Kunduz hospital airstrike, drew down Withdrawal of United States troops from Afghanistan (2011U.S. troops in Afghanistan in 2016, initiated sanctions against Russia following the Annexation of Crimea and again after interference in the 2016 U.S. elections, brokered the Joint Comprehensive Plan of Action nuclear deal with Iran, and normalized U.S. relations with Cuba."
