Title,Named-entity,Frequency
George R. R. Martin,Locus Award for Best Author Collection for A Song for Lya and Other Stories 1979,1
George R. R. Martin,"Sandkings""",1
George R. R. Martin,Hugo Award for Best Novelette,1
George R. R. Martin,"Hugo Award for Best Short Story for ""The Way of Cross",1
George R. R. Martin,Dragon,2
George R. R. Martin,Dragon 1980,1
George R. R. Martin,1981,2
George R. R. Martin,Locus Award for Best Novelette for The Monkey Treatment 1985,1
George R. R. Martin,Portraits of His Children,1
George R. R. Martin,1988 Inkpot Award[ Inkpot Award] 1988,1
George R. R. Martin,Bram Stoker Award for Long Fiction,1
George R. R. Martin,"The Pear-Shaped Man"" 1989",1
George R. R. Martin,World Fantasy Award for Best Novella,1
George R. R. Martin,"The Skin Trade""",1
George R. R. Martin,"Hugo Award for Best Novella for ""Blood of the Dragon"" 1997",1
George R. R. Martin,Locus Award for Best Fantasy Novel for A Game of Thrones 1999,1
George R. R. Martin,A Clash of Kings 2001,2
George R. R. Martin,A Storm of Swords,1
George R. R. Martin,2003,1
George R. R. Martin,Premio Ignotus for Best Foreign Novel for A Game of Thrones 2004,1
George R. R. Martin,Premio Ignotus for Best Foreign Novel for A Clash of Kings,1
George R. R. Martin,2006,2
George R. R. Martin,Premio Ignotus for Best Foreign Novel for A Storm of Swords,1
George R. R. Martin,Gardner Dozois,6
George R. R. Martin,2011,5
George R. R. Martin,One,2
George R. R. Martin,"2012 Locus Award for Best Fantasy Novel for A Dance with Dragons 2012 Hugo Award for Best Dramatic Presentation, Long Form for Game of Thrones",1
George R. R. Martin,World Fantasy Award for Life,1
George R. R. Martin,Short Form for Game of Thrones,1
George R. R. Martin,9,1
George R. R. Martin,World Fantasy Award for Best Original Anthology for Dangerous Women,1
George R. R. Martin,World Fantasy Awards,1
George R. R. Martin,Emmy Award,10
George R. R. Martin,Drama Series Game of Thrones,4
George R. R. Martin,2015,3
George R. R. Martin,Northwestern University Medill Hall of Achievement Award 2015,1
George R. R. Martin,2016,3
George R. R. Martin,2019,3
George R. R. Martin,New Jersey Hall of Fame,1
George R. R. Martin,Post International Recognition Award,1
George R. R. Martin,2021,2
George R. R. Martin,1988,3
George R. R. Martin,Nebula Award for Best Novel for A Game of Thrones 1999,1
George R. R. Martin,Nebula Award for Best Novel for A Storm of Swords 2001 Hugo Award for Best Novel for A Storm of Swords 2006 Hugo Award for Best Novel for A Feast,1
George R. R. Martin,A Feast,1
George R. R. Martin,The Second Kind of Loneliness,1
George R. R. Martin,"Override rowspan""2",1
George R. R. Martin,1973- With Morning Comes Mistfall-,1
George R. R. Martin,Seven,2
George R. R. Martin,Kill ManAnalog Science Fiction,1
George R. R. Martin,The Lonely Songs of Laren Dorr Fantastic,1
George R. R. Martin,Lya,1
George R. R. Martin,This Tower of Ashes Analog,1
George R. R. Martin,Dragon Hugo Award,1
George R. R. Martin,1980-,1
George R. R. Martin,fiction Illustrated,1
George R. R. Martin,Alicia Austin,1
George R. R. Martin,Dragons of Light,1
George R. R. Martin,Anne Yvonne Gilbert,1
George R. R. Martin,2006-,1
George R. R. Martin,Lisa,1
George R. R. Martin,the Lost Lands Amazons II,1
George R. R. Martin,Glass,1
George R. R. Martin,Tales of Dunk and Egg,1
George R. R. Martin,A Storm of Swords 2000-,1
George R. R. Martin,Sword Tales of Dunk and Egg,1
George R. R. Martin,Crows,1
George R. R. Martin,Gardner Dozois & Daniel,1
George R. R. Martin,The Mystery Knight Tales of Dunk and Egg,1
George R. R. Martin,The Wit and Wisdom of Tyrion Lannister rowspan,1
George R. R. Martin,A Song of Ice,1
George R. R. Martin,Princess,1
George R. R. Martin,Queen,1
George R. R. Martin,rowspan,2
George R. R. Martin,2014-,1
George R. R. Martin,The World of Ice & Fire,1
George R. R. Martin,Westeros,1
George R. R. Martin,Elio M. Garca Jr.,2
George R. R. Martin,Linda,2
George R. R. Martin,Luis,1
George R. R. Martin,Tales of Dunk,1
George R. R. Martin,The Sons of the Dragon A Song of Ice and Fire prequel- Fire &Fire & Blood Reference book,1
George R. R. Martin,House,2
George R. R. Martin,Targaryen,1
George R. R. Martin,Winter,1
George R. R. Martin,rowspan rowspan,1
George R. R. Martin,A Dream of SpringEditor New Voices in Science Fiction,1
George R. R. Martin,John W.John W. Campbell Award,4
George R. R. Martin,New Voices in Science Fiction 2,1
George R. R. Martin,New Voices in Science Fiction 3,1
George R. R. Martin,New Voices in Science Fiction 4,1
George R. R. Martin,The Science Fiction Weight Loss Book,1
George R. R. Martin,Isaac Asimov,1
George R. R. Martin,Martin H. Greenberg,1
George R. R. Martin,"Stories by the Great Science Fiction Writers on Fat, Thin",1
George R. R. Martin,John W. Campbell Awards,1
George R. R. Martin,5,1
George R. R. Martin,the New Voices in Science Fiction,1
George R. R. Martin,Night Visions 3,1
George R. R. Martin,Wild Cards II,1
George R. R. Martin,Wild Cards III,1
George R. R. Martin,Jokers Wild,1
George R. R. Martin,Book I of the Puppetman Quartet,1
George R. R. Martin,Book II,5
George R. R. Martin,the Puppetman Quartet,2
George R. R. Martin,1990,2
George R. R. Martin,Book III of the Puppetman Quartet,1
George R. R. Martin,1991,2
George R. R. Martin,Book I of the Rox Triad) Wild Cards IX: Jokertown Shuffle,1
George R. R. Martin,Book II of the Rox Triad) Wild Cards X: Double Solitaire,1
George R. R. Martin,1992,2
George R. R. Martin,Book III of the Rox Triad) Wild Cards,1
George R. R. Martin,1993,2
George R. R. Martin,Book I of the Card Shark Triad) Wild Cards XIV: Marked Cards,1
George R. R. Martin,1994,1
George R. R. Martin,the Card Shark Triad) Wild Cards,1
George R. R. Martin,XV,1
George R. R. Martin,Black Trump,1
George R. R. Martin,1995,1
George R. R. Martin,Book III of the Card Shark Triad) Wild Cards,1
George R. R. Martin,Deuces Down,1
George R. R. Martin,2002,2
George R. R. Martin,John J.John,1
George R. R. Martin,J. Miller,1
George R. R. Martin,Book I of The Committee,1
George R. R. Martin,Book II of The Committee,1
George R. R. Martin,2009,2
George R. R. Martin,Book III of The Committee,1
George R. R. Martin,Fort Freak,1
George R. R. Martin,Book I of the Mean Streets Triad) Wild Cards,1
George R. R. Martin,Book III of the Mean Streets Triad) Wild Cards,1
George R. R. Martin,Mississippi Roll,1
George R. R. Martin,Chicago,1
George R. R. Martin,Texas Hold 'Em,1
George R. R. Martin,Book III,1
George R. R. Martin,Book I of the British Arc) Wild Cards,1
George R. R. Martin,Three,1
George R. R. Martin,Joker Moon,1
George R. R. Martin,Full House,1
George R. R. Martin,Earth,2
George R. R. Martin,Jack Vance's,1
George R. R. Martin,Subterranean Press) Warriors,1
George R. R. Martin,Star Crossed Lovers,1
George R. R. Martin,Old Mars,1
George R. R. Martin,the Red Planet,1
George R. R. Martin,Rogues,1
George R. R. Martin,Venus,1
George R. R. Martin,stories)Filmography Film  ,1
George R. R. Martin,Meow Wolf: Origin,1
George R. R. Martin,Hitchhiker,1
George R. R. Martin,Short Story Remembering Melody-!scope1986 The Twilight Zone,1
George R. R. Martin,Beast,1
George R. R. Martin,13,1
George R. R. Martin,producer-!scope1995,1
George R. R. Martin,Outer Limits,1
George R. R. Martin,The Sandkings and Final Appeal,1
George R. R. Martin,The Pointy End,1
George R. R. Martin,The Bear and the Maiden Fair,1
George R. R. Martin,The Lion and the Rose,1
George R. R. Martin,pilot-!scope2014 Robot Chicken,1
George R. R. Martin,Z Nation,1
George R. R. Martin,producer-!scope2022 House,1
George R. R. Martin,Winds   Executive,1
George R. R. Martin,Maester Martin,1
George R. R. Martin,Castlewood,1
George R. R. Martin,producer-!scope2022 Elden,1
George R. R. Martin,the Encyclopedia of Fantasy,1
George R. R. Martin,the Encyclopedia of Science Fiction,1
