Title,Named-entity,Frequency
United States of America,the 100th meridian,1
United States of America,one,4
United States of America,17,1
United States of America,"about 17,000",1
United States of America,Alaska,1
United States of America,"more than 1,800",1
United States of America,Hawaii,1
United States of America,63,1
United States of America,hundreds,2
United States of America,the National Park Service,1
United States of America,24th,1
United States of America,the Environmental Performance Index,1
United States of America,Capitol,1
United States of America,The White House,2
United States of America,image3,2
United States of America,The Supreme Court Building,1
United States of America,Capitol alt2,1
United States of America,The Supreme Court,2
United States of America,the U.S. Constitution,2
United States of America,Constitution,4
United States of America,Article One,1
United States of America,27,1
United States of America,Fabozzi,1
United States of America,9,1
United States of America,ten,1
United States of America,the Bill of Rights,1
United States of America,the Fourteenth Amendment,1
United States of America,the Supreme Court,2
United States of America,Marbury,1
United States of America,Madison,1
United States of America,"1803)Schultz, 2009",1
United States of America,164,1
United States of America,453,1
United States of America,503,1
United States of America,John Marshall,1
United States of America,Schultz,1
United States of America,38The,1
United States of America,the House of Representatives,2
United States of America,Cabinet,1
United States of America,The House of Representatives,1
United States of America,435,1
United States of America,two-year,1
United States of America,The District of Columbia,3
United States of America,Congressthese,1
United States of America,100,4
United States of America,six-year,1
United States of America,one-third,1
United States of America,every two years,1
United States of America,four-year,1
United States of America,U.S.50,1
United States of America,American Indians,1
United States of America,the U.S. Congress,1
United States of America,Samoa,1
United States of America,120,2
United States of America,Joe Biden46th,1
United States of America,Kamala Harris,2
United States of America,Kamala Harris49th,1
United States of America,footer,2
United States of America,"January 20, 2021",1
United States of America,Joe Biden alt2,1
United States of America,HarrisThe United States,1
United States of America,Republican Party,1
United States of America,Democratic Party,1
United States of America,Northeast,1
United States of America,West Coast,1
United States of America,Great Lakes,1
United States of America,Rocky Mountains,1
United States of America,Democrat,2
United States of America,46th,1
United States of America,Patrick Leahy,1
United States of America,Chuck Schumer,1
United States of America,Mitch McConnell,1
United States of America,the 117th United States,1
United States of America,the Democratic Party,1
United States of America,50,1
United States of America,Independents,1
United States of America,Harris,1
United States of America,221,1
United States of America,209,1
United States of America,relationsThe United States,1
United States of America,the United Nations Headquarters,1
United States of America,"the G7,The United States",1
United States of America,Special Relationship,1
United States of America,KingdomUnited,1
United States of America,Micronesia,1
United States of America,the Marshall Islands,1
United States of America,Palau,1
United States of America,the Compact of Free Association,1
United States of America,24.8%,1
United States of America,fiscal year 2012,2
United States of America,3.54trillion,1
United States of America,Medicare & Medicaid,1
United States of America,23%,2
United States of America,Social Security,1
United States of America,22%,1
United States of America,Defense Department,1
United States of America,19%,1
United States of America,17%,1
United States of America,13%,1
United States of America,6%).In 2018,1
United States of America,MilitaryThe,1
United States of America,the United States Armed Forces,1
United States of America,the Joint Chiefs of Staff,1
United States of America,The Department of Defense,1
United States of America,six,1
United States of America,Army,1
United States of America,Marine Corps,1
United States of America,Navy,1
United States of America,Air Force,1
United States of America,Space Force,1
United States of America,The Coast Guard,1
United States of America,the Department of Homeland Security,1
United States of America,the Department of the Navy,1
United States of America,the Selective Service System,1
United States of America,$649 billion,1
United States of America,2019,3
United States of America,36%,1
United States of America,the People'Chinese People's Liberation Army,1
United States of America,Indian Armed Forces,1
United States of America,46The United States,1
United States of America,more than 40%,1
United States of America,"14,000",1
United States of America,the Federal Bureau of Investigation,1
United States of America,FBI,1
United States of America,the U.S. Marshals Service,1
United States of America,the Bureau of Justice Statistics,1
United States of America,Charles H. Ramsey,1
United States of America,Philadelphia,1
United States of America,Meet the Press,1
United States of America,"about 18,000",1
United States of America,"17,985",1
United States of America,Politifact,1
United States of America,Charles Ramsey,1
United States of America,"July 10, 2016",1
United States of America,"November 10, 2021",1
United States of America,the World Health Organization Mortality Database,1
United States of America,7.0,1
United States of America,25.2,1
United States of America,2014,1
United States of America,389,1
United States of America,The Department of Justice,1
United States of America,more than a year,1
United States of America,419,1
United States of America,"100,000",1
United States of America,1995,1
United States of America,the same year,1
United States of America,"1,430,800",1
United States of America,11%,1
United States of America,a decade earlier,1
United States of America,recent years,1
United States of America,DPIC,1
United States of America,Eleven,1
United States of America,185,1
United States of America,Robert Durham,1
United States of America,"February 18, 2021",1
United States of America,November 9,1
United States of America,the International Monetary Fund,1
United States of America,22.7trillion,1
United States of America,24%,1
United States of America,over 16%,1
United States of America,1983,1
United States of America,annual,1
United States of America,3.3%,1
United States of America,2.3%,1
United States of America,86.4%,1
United States of America,the late 19th century,4
United States of America,the mid-20th century,1
United States of America,the U.S. War Department,1
United States of America,Federal Armories,1
United States of America,the first half of the 19th century,1
United States of America,the early 20th century,1
United States of America,1876,1
United States of America,Alexander Graham Bell,1
United States of America,Thomas Edison's,1
United States of America,Nazism,1
United States of America,the 1920s,2
United States of America,30s,1
United States of America,Albert Einstein,1
United States of America,Enrico Fermi,1
United States of America,John von Neumann,1
United States of America,the 1950s,1
United States of America,4.24%,1
United States of America,29.4%,1
United States of America,10%,1
United States of America,72%,1
United States of America,only 2%.After years,1
United States of America,two consecutive years,1
United States of America,fifth,1
United States of America,more than half,1
United States of America,"about 567,715",1
United States of America,January 2019,1
United States of America,almost two-thirds,1
United States of America,1978,1
United States of America,Amtrak,1
United States of America,four,3
United States of America,Energy Demographics,1
United States of America,231918761860 314433211870 385583711880 501892091890,1
United States of America,629797661900 762121681910,1
United States of America,922284961920 1060215371930 1232026241940 1321645691950 1513257981960 1793231751970 2032119261980 2265458051990 2487098732000,1
United States of America,331449281estyear,1
United States of America,2021estimate,1
United States of America,1860.The U.S. Census Bureau,1
United States of America,"331,449,281",1
United States of America,April 1,1
United States of America,2018,3
United States of America,almost 90 million,1
United States of America,Second,1
United States of America,28%,1
United States of America,White Hispanic,1
United States of America,Latino Americans,1
United States of America,Latin America,2
United States of America,73.1%,1
United States of America,around 13%,1
United States of America,Asian Americans,1
United States of America,Asian,1
United States of America,Chinese,3
United States of America,Filipino,1
United States of America,some 45%,1
United States of America,20.7million,1
United States of America,27%,1
United States of America,12.3million,1
United States of America,6%,1
United States of America,2.2million,1
United States of America,10.5million,1
United States of America,About 82%,1
United States of America,about half,1
United States of America,"50,000.LanguageEnglish",1
United States of America,the American Community Survey,1
United States of America,some 229 million,1
United States of America,308 million,1
United States of America,More than 37 million,1
United States of America,one million,1
United States of America,2.8 million,1
United States of America,Tagalog,1
United States of America,1.6 million,1
United States of America,Vietnamese,1
United States of America,1.4 million,1
United States of America,1.3 million,1
United States of America,1.1 million,1
United States of America,1,1
United States of America,1.5million,1
United States of America,"500,000",1
United States of America,Latin,1
United States of America,Japanese,1
United States of America,Christian,4
United States of America,Protestantism,3
United States of America,almost half,1
United States of America,Baptists,2
United States of America,15.4%,1
United States of America,the Southern Baptist Convention,1
United States of America,Protestant,2
United States of America,5.3%,1
United States of America,Protestants,2
United States of America,Methodists,1
United States of America,Lutherans,1
United States of America,Presbyterians,1
United States of America,Congregationalists,1
United States of America,Episcopalians,1
United States of America,Anglicans,1
United States of America,Quakers,1
United States of America,Adventists,1
United States of America,Holiness,1
United States of America,Anabaptists,1
United States of America,Pietists,1
United States of America,The Bible Belt,1
United States of America,the Southern United States,1
United States of America,evangelical,1
United States of America,the Western United States,1
United States of America,HealthThe Centers for Disease Control and Prevention,1
United States of America,CDC,2
United States of America,77.3 years,1
United States of America,74.5 years,1
United States of America,80.2 years,1
United States of America,1.5 years,1
United States of America,2003,1
United States of America,one-year,1
United States of America,Some three-quarters,1
United States of America,11th,1
United States of America,1987,1
United States of America,2017,1
United States of America,Japan,1
United States of America,Australia,1
United States of America,the United Kingdom,1
United States of America,seven,1
United States of America,the most years,2
United States of America,the most additional years,1
United States of America,1965,1
United States of America,those age 65,1
United States of America,1966,1
United States of America,Obama,1
United States of America,the Patient Protection and Affordable Care Act,1
United States of America,the Affordable Care Act,1
United States of America,ACA,1
United States of America,nearly five decades,1
United States of America,EducationAmerican,1
United States of America,the age of five or six,1
United States of America,18,1
United States of America,twelfth,1
United States of America,17.About 12%,1
United States of America,3.4%,1
United States of America,84.6%,1
United States of America,52.6%,1
United States of America,27.2%,1
United States of America,9.6%,1
United States of America,U21,1
United States of America,15th,1
United States of America,CultureThe United States,1
United States of America,The American Dream,1
United States of America,the 18th and early 19th centuries,1
United States of America,Washington Irving,1
United States of America,Nathaniel Hawthorne,1
United States of America,Edgar Allan Poe,1
United States of America,Henry David Thoreau,1
United States of America,the middle of the 19th century,1
United States of America,Mark Twain,1
United States of America,Walt Whitman,1
United States of America,the century's second half,1
United States of America,Emily Dickinson,1
United States of America,the Nobel Prize in Literature,1
United States of America,William Faulkner,1
United States of America,Ernest Hemingway,1
United States of America,John Steinbeck,1
United States of America,the 20th century,4
United States of America,Thoreau,1
United States of America,Ralph Waldo Emerson,1
United States of America,the Civil War,1
United States of America,Charles Sanders Peirce,1
United States of America,William James,1
United States of America,John Dewey,1
United States of America,W. V. O. Quine,1
United States of America,Richard Rorty,1
United States of America,Noam Chomsky,1
United States of America,John Rawls,1
United States of America,Robert Nozick,1
United States of America,the Hudson River School,1
United States of America,mid-19th-century,1
United States of America,The 1913 Armory Show,1
United States of America,FoodEarly,1
United States of America,turkey,1
United States of America,Thanksgiving,1
United States of America,Smith,1
United States of America,"131132Levenstein, 2003",1
United States of America,William Billings,1
United States of America,the 1770s,1
United States of America,the Second New England School,1
United States of America,"the ""Boston Six",1
United States of America,John Knowles Paine,1
United States of America,Charles Ives',1
United States of America,1910s,1
United States of America,Henry Cowell,1
United States of America,John Cage,1
United States of America,Aaron Copland,1
United States of America,George Gershwineventually,1
United States of America,Leonard Bernsteindeveloped,1
United States of America,African-American,1
United States of America,Louis Armstrong,1
United States of America,Duke Ellington,1
United States of America,the 1940s,1
United States of America,Elvis Presley,1
United States of America,Chuck Berry,1
United States of America,mid-1950s,1
United States of America,Metallica,1
United States of America,Eagles,1
United States of America,Aerosmith,1
United States of America,the 1960s,1
United States of America,Bob Dylan,1
United States of America,James Brown,1
United States of America,Bing Crosby,1
United States of America,Frank Sinatra,1
United States of America,Hollywood,1
United States of America,Los Angeles,1
United States of America,California,1
United States of America,D. W. Griffith,1
United States of America,Walt Disney,1
United States of America,Steven Spielberg,1
United States of America,George Lucas,1
United States of America,the American Film Institute's,1
United States of America,AFI,2
United States of America,100 Years,1
United States of America,Orson Welles's,1
United States of America,Citizen Kane,1
United States of America,1941,1
United States of America,2001,1
United States of America,Stephen Watt,1
United States of America,Gary A. Richardson,1
United States of America,2,1
United States of America,300,1
United States of America,50833233407).jpg,1
United States of America,LeBron James Layup,1
United States of America,Cleveland,1
United States of America,Brooklyn,1
United States of America,2018).jpg,1
United States of America,Mike Trout,1
United States of America,15008092199).jpg,1
United States of America,"The ""Big Four",1
United States of America,alt2,1
United States of America,Major League Baseball,1
United States of America,MLB,1
United States of America,the National Basketball Association,1
United States of America,NBA)Eight Olympic Games,1
United States of America,Summer Olympics,1
United States of America,St. Louis,1
United States of America,Missouri,1
United States of America,Olympic Games,1
United States of America,Michael Phelps,1
United States of America,28,1
United States of America,23,1
United States of America,Olympian,1
United States of America,the National Broadcasting Company,1
United States of America,NBC,1
United States of America,Columbia Broadcasting System,1
United States of America,CBS,1
United States of America,American Broadcasting Company,1
United States of America,ABC,1
United States of America,Fox Broadcasting Company,1
United States of America,FOX,1
United States of America,"4,793",1
United States of America,"5,662",1
United States of America,"1,460",1
United States of America,NPR.Well,1
United States of America,The Wall Street Journal,1
United States of America,The New York Times,1
United States of America,USA Today,1
United States of America,More than 800,1
United States of America,United Statesrelated,1
United States of America,efn,2
United States of America,the U.S. Virgin Islands,1
United States of America,MediaWiki,1
United States of America,Wikipedia,1
United States of America,TOC,1
United States of America,The World Factbook,1
United States of America,Central Intelligence Agency,1
United States of America,the BBC News [ Key Development Forecasts,1
United States of America,International Futures,1
United States of America,Official U.S. Government Web Portal] Gateway,1
United States of America,White House,1
United States of America,Supreme Court,1
United States of America,the National Center for Public Policy Research,1
United States of America,the Ontario Consultants on Religious Tolerance [ USA,1
United States of America,Maps,1
United States of America,the U.S. Department,1
United States of America,Interior,1
United States of America,Measure of America,1
