Title,Named-entity,Frequency
Vladimir Putin,2000,1
Vladimir Putin,Putin,314
Vladimir Putin,second,10
Vladimir Putin,European,4
Vladimir Putin,Alexander Lukashenko,1
Vladimir Putin,Belarus,1
Vladimir Putin,16 years,1
Vladimir Putin,1991,3
Vladimir Putin,Saint Petersburg,9
Vladimir Putin,1996,3
Vladimir Putin,the Security Council,1
Vladimir Putin,Yeltsin,9
Vladimir Putin,less than four months later,1
Vladimir Putin,first,21
Vladimir Putin,2004,6
Vladimir Putin,two,9
Vladimir Putin,2012,11
Vladimir Putin,2011protests,1
Vladimir Putin,2018,3
Vladimir Putin,April 2021,1
Vladimir Putin,Russian,86
Vladimir Putin,seven percent,1
Vladimir Putin,February 2022,3
Vladimir Putin,Transparency International's,1
Vladimir Putin,the Economist Intelligence Unit's,1
Vladimir Putin,Freedom House's,1
Vladimir Putin,World,1
Vladimir Putin,230,1
Vladimir Putin,Vladimir Spiridonovich Putin.jpg,1
Vladimir Putin,Maria Ivanovna Shelomova.jpg caption2,1
Vladimir Putin,Maria Ivanovna ShelomovaPutin,1
Vladimir Putin,7 October 1952,1
Vladimir Putin,"Russia),Putin",1
Vladimir Putin,the Soviet Navy,1
Vladimir Putin,the early 1930s,1
Vladimir Putin,World War II,1
Vladimir Putin,NKVD,1
Vladimir Putin,German,7
Vladimir Putin,1941,1
Vladimir Putin,the Eastern Front,1
Vladimir Putin,World War,1
Vladimir Putin,Richard,3
Vladimir Putin,Putin Redux,2
Vladimir Putin,Contemporary Russia,2
Vladimir Putin,2014,12
Vladimir Putin,2.On,1
Vladimir Putin,1 September 1960,1
Vladimir Putin,193,1
Vladimir Putin,Baskov Lane,1
Vladimir Putin,one,10
Vladimir Putin,Vladimir Lenin,1
Vladimir Putin,Young Pioneer,1
Vladimir Putin,age 12,1
Vladimir Putin,the Leningrad State University,1
Vladimir Putin,Andrei Zhdanov,1
Vladimir Putin,Saint Petersburg State University,1
Vladimir Putin,1970,1
Vladimir Putin,1975,2
Vladimir Putin,Anatoly Sobchak,2
Vladimir Putin,401st KGB school,1
Vladimir Putin,Okhta,1
Vladimir Putin,New Zealand,5
Vladimir Putin,at least one,1
Vladimir Putin,Bata,1
Vladimir Putin,Wellington,2
Vladimir Putin,East Germany,3
Vladimir Putin,Waitkere City,1
Vladimir Putin,Bob Harvey,1
Vladimir Putin,the 1980s,3
Vladimir Putin,David Lange,1
Vladimir Putin,Auckland,1
Vladimir Putin,Stasi,3
Vladimir Putin,Dresden,5
Vladimir Putin,Western,1
Vladimir Putin,RAF,2
Vladimir Putin,West Germany,1
Vladimir Putin,Klaus Zuchold,1
Vladimir Putin,neo-Nazi,1
Vladimir Putin,Rainer Sonntag,1
Vladimir Putin,Germans,1
Vladimir Putin,South-East Asia,1
Vladimir Putin,the Berlin Wall,1
Vladimir Putin,9 November 1989,1
Vladimir Putin,the Soviet Cultural Center,1
Vladimir Putin,united Germany,1
Vladimir Putin,a few hours,1
Vladimir Putin,USSR,2
Vladimir Putin,Germany,2
Vladimir Putin,Communist,1
Vladimir Putin,East German,1
Vladimir Putin,the Soviet Army,1
Vladimir Putin,early 1990,1
Vladimir Putin,about three months,1
Vladimir Putin,International Affairs,1
Vladimir Putin,Leningrad State University,1
Vladimir Putin,Yuriy Molchanov,1
Vladimir Putin,19901996,1
Vladimir Putin,May 1990,1
Vladimir Putin,Leningrad Anatoly Sobchak,1
Vladimir Putin,2017,4
Vladimir Putin,Oliver Stone,1
Vladimir Putin,Mikhail Gorbachev,1
Vladimir Putin,28 June 1991,1
Vladimir Putin,the Committee for External Relations of the Mayor's Office,1
Vladimir Putin,March 1994,1
Vladimir Putin,the Government of Saint Petersburg,1
Vladimir Putin,May 1995,1
Vladimir Putin,the liberal party of power,1
Vladimir Putin,Viktor Chernomyrdin,1
Vladimir Putin,1995,2
Vladimir Putin,June 1997,1
Vladimir Putin,19961999,1
Vladimir Putin,June 1996,1
Vladimir Putin,Sobchak,1
Vladimir Putin,the Presidential Property Management Department,2
Vladimir Putin,Pavel Borodin,1
Vladimir Putin,March 1997,1
Vladimir Putin,the Soviet Union,3
Vladimir Putin,the Russian Federation,7
Vladimir Putin,26 March 1997,1
Vladimir Putin,the Presidential Staff,2
Vladimir Putin,May 1998,1
Vladimir Putin,the Main Control Directorate,1
Vladimir Putin,June 1998,1
Vladimir Putin,Alexei Kudrin,1
Vladimir Putin,Nikolai Patrushev,1
Vladimir Putin,27 June 1997,1
Vladimir Putin,the Saint Petersburg Mining Institute,1
Vladimir Putin,Vladimir Litvinenko,1
Vladimir Putin,Candidate of Science,1
Vladimir Putin,The Strategic Planning of Regional Resources Under the Formation of Market Relations,1
Vladimir Putin,25 May 1998,1
Vladimir Putin,Viktoriya Mitina,1
Vladimir Putin,15 July,1
Vladimir Putin,Sergey Shakhray,1
Vladimir Putin,Shakhray,1
Vladimir Putin,Commission,1
Vladimir Putin,46,2
Vladimir Putin,The Half-Decay Products,1
Vladimir Putin,Oleg Odnokolenko,1
Vladimir Putin,Itogi,1
Vladimir Putin,47(545,1
Vladimir Putin,2 January 2007,1
Vladimir Putin,9 August 1999,1
Vladimir Putin,three,4
Vladimir Putin,that day,1
Vladimir Putin,the Government of the Russian Federation,1
Vladimir Putin,BBC,2
Vladimir Putin,10 August,1
Vladimir Putin,16 August,1
Vladimir Putin,the State Duma,3
Vladimir Putin,233,1
Vladimir Putin,84,1
Vladimir Putin,Dagestan,1
Vladimir Putin,the Chechen Republic,1
Vladimir Putin,Ichkeria,1
Vladimir Putin,the Second Chechen War,1
Vladimir Putin,Unity Party,1
Vladimir Putin,Norsk Utenrikspolitisk Institutt,1
Vladimir Putin,23.3%,1
Vladimir Putin,December 1999,1
Vladimir Putin,Duma,1
Vladimir Putin,19992000,1
Vladimir Putin,the Constitution of Russia,1
Vladimir Putin,Chechnya,5
Vladimir Putin,30 December 2000,1
Vladimir Putin,thousands,1
Vladimir Putin,Swiss,1
Vladimir Putin,June 2000,1
Vladimir Putin,26 March 2000,1
Vladimir Putin,53%,1
Vladimir Putin,20002004,1
Vladimir Putin,August 2000,1
Vladimir Putin,Kursk,2
Vladimir Putin,BBC News,4
Vladimir Putin,12 August 2001,1
Vladimir Putin,30 August 2020,1
Vladimir Putin,several days,1
Vladimir Putin,Between 2000 and 2004,1
Vladimir Putin,withPutin,1
Vladimir Putin,Andre Mommen,1
Vladimir Putin,the Era of Global Neoliberalism:,1
Vladimir Putin,Latin America,1
Vladimir Putin,Eastern Europe,2
Vladimir Putin,Asia,3
Vladimir Putin,Africa,3
Vladimir Putin,Jolle Demmers,1
Vladimir Putin,Alex E. Fernndez Jilberto,1
Vladimir Putin,Barbara Hogenboom,1
Vladimir Putin,Routledge,1
Vladimir Putin,2004).The,1
Vladimir Putin,October 2002,1
Vladimir Putin,130,1
Vladimir Putin,ratings83%,1
Vladimir Putin,Russians,18
Vladimir Putin,Wyatt,1
Vladimir Putin,Caroline,1
Vladimir Putin,16 December 2002,1
Vladimir Putin,30 August 2020.In 2003,1
Vladimir Putin,the Republic of Chechnya,1
Vladimir Putin,20042008,1
Vladimir Putin,Second,2
Vladimir Putin,14 March 2004,1
Vladimir Putin,71%,2
Vladimir Putin,10-year,1
Vladimir Putin,Soviet,6
Vladimir Putin,Yukos,1
Vladimir Putin,Mikhail Khodorkovsky,2
Vladimir Putin,Khodorkovsky,1
Vladimir Putin,Kremlin,13
Vladimir Putin,7 October 2006,1
Vladimir Putin,Anna Politkovskaya,1
Vladimir Putin,Politkovskaya,1
Vladimir Putin,2007,9
Vladimir Putin,Dissenters' Marches,1
Vladimir Putin,The Other Russia,1
Vladimir Putin,12 September 2007,1
Vladimir Putin,Mikhail Fradkov,1
Vladimir Putin,Fradkov,1
Vladimir Putin,Viktor Zubkov,1
Vladimir Putin,December 2007,2
Vladimir Putin,64.24%,1
Vladimir Putin,State Duma,1
Vladimir Putin,4 December 2007,2
Vladimir Putin,United Russia's,3
Vladimir Putin,3 December 2007,1
Vladimir Putin,Izvestia 20082012:,1
Vladimir Putin,third,3
Vladimir Putin,Constitution,1
Vladimir Putin,8 May 2008,1
Vladimir Putin,only a day,1
Vladimir Putin,Medvedev,8
Vladimir Putin,between 2008 and 2011,1
Vladimir Putin,the 1990s,1
Vladimir Putin,the United Russia Congress,1
Vladimir Putin,24 September 2011,2
Vladimir Putin,December,2
Vladimir Putin,4 December 2011,1
Vladimir Putin,tens of thousands,1
Vladimir Putin,Guardian,1
Vladimir Putin,10 December 2011,1
Vladimir Putin,140,2
Vladimir Putin,000,1
Vladimir Putin,20122018,1
Vladimir Putin,Third,1
Vladimir Putin,congress,1
Vladimir Putin,4 March 2012,1
Vladimir Putin,63.6%,1
Vladimir Putin,21 February,1
Vladimir Putin,7 May 2012.In 2012 and 2013,1
Vladimir Putin,LGBT,2
Vladimir Putin,Archangelsk,1
Vladimir Putin,Novosibirsk,1
Vladimir Putin,June 2013,1
Vladimir Putin,the All-Russia People's Front,1
Vladimir Putin,Popular Front,1
Vladimir Putin,Interfax-Ukraine,2
Vladimir Putin,13 June 2013,1
Vladimir Putin,Crimeans,1
Vladimir Putin,Ukrainian Rada,1
Vladimir Putin,pro-Russian,2
Vladimir Putin,Donbas,3
Vladimir Putin,Ukraine,46
Vladimir Putin,Ukrainian,9
Vladimir Putin,Luhansk People's Republics,1
Vladimir Putin,"August 2014,In November 2014",1
Vladimir Putin,early August 2015,1
Vladimir Putin,OSCE,1
Vladimir Putin,21,1
Vladimir Putin,October 2015,1
Vladimir Putin,The Washington Post,1
Vladimir Putin,Syria,4
Vladimir Putin,recent weeks,1
Vladimir Putin,Syrian,7
Vladimir Putin,Bashar al-Assad,1
Vladimir Putin,Andrei Tsygankov,1
Vladimir Putin,Crimea,9
Vladimir Putin,30 September 2015,1
Vladimir Putin,jihadist,1
Vladimir Putin,Islamic,1
Vladimir Putin,Levant,2
Vladimir Putin,al-Nusra Front,1
Vladimir Putin,al-Qaeda,1
Vladimir Putin,Tahrir al-Sham,1
Vladimir Putin,Conquest,1
Vladimir Putin,2016,9
Vladimir Putin,US,4
Vladimir Putin,January 2017,1
Vladimir Putin,U.S.,14
Vladimir Putin,Hillary Clinton,2
Vladimir Putin,Donald Trump,3
Vladimir Putin,2020,9
Vladimir Putin,Polyakova,1
Vladimir Putin,Alina,1
Vladimir Putin,Foreign Affairs 99#5,1
Vladimir Putin,140145 2018present,1
Vladimir Putin,Fourth,1
Vladimir Putin,more than 76%,1
Vladimir Putin,14 June 2018,1
Vladimir Putin,21st,1
Vladimir Putin,FIFA World Cup,1
Vladimir Putin,September 2019,1
Vladimir Putin,15 January 2020,1
Vladimir Putin,the Federal Assembly,1
Vladimir Putin,the same day,1
Vladimir Putin,Mikhail Mishustin,1
Vladimir Putin,Federal Tax Service,1
Vladimir Putin,The next day,1
Vladimir Putin,15 March 2020,1
Vladimir Putin,a Working Group of,1
Vladimir Putin,the State Council,1
Vladimir Putin,Sergey Sobyanin,1
Vladimir Putin,22 March 2020,1
Vladimir Putin,Italian,1
Vladimir Putin,Giuseppe Conte,1
Vladimir Putin,Italy,1
Vladimir Putin,24 March 2020,1
Vladimir Putin,Kommunarka,1
Vladimir Putin,25 March,1
Vladimir Putin,22 April,1
Vladimir Putin,2 April 2020,1
Vladimir Putin,30 April,1
Vladimir Putin,June 2021,1
Vladimir Putin,Constitutional,1
Vladimir Putin,3 July 2020,1
Vladimir Putin,the Russian Constitution,1
Vladimir Putin,two additional six-year,1
Vladimir Putin,4 July,1
Vladimir Putin,11 July,1
Vladimir Putin,the Khabarovsk Krai,1
Vladimir Putin,Far East,1
Vladimir Putin,Sergei Furgal,1
Vladimir Putin,22 December 2020,1
Vladimir Putin,20212022,1
Vladimir Putin,Russo-Ukrainian,1
Vladimir Putin,Nazis,1
Vladimir Putin,September 2021,1
Vladimir Putin,NATO,16
Vladimir Putin,30 November,1
Vladimir Putin,Romania,1
Vladimir Putin,Poland,2
Vladimir Putin,February,2
Vladimir Putin,United Nations Security Council,1
Vladimir Putin,UN,2
Vladimir Putin,Antonio Guterres,1
Vladimir Putin,U.N.,2
Vladimir Putin,24 February 2022,4
Vladimir Putin,Joe Biden,2
Vladimir Putin,Biden,2
Vladimir Putin,The European Union,1
Vladimir Putin,EU,5
Vladimir Putin,24 February 2022The,1
Vladimir Putin,Japan,1
Vladimir Putin,Taiwan,1
Vladimir Putin,Singapore,1
Vladimir Putin,Australia,3
Vladimir Putin,4 March 2022,1
Vladimir Putin,China,6
Vladimir Putin,25 February 2022,4
Vladimir Putin,NZ Parliament,1
Vladimir Putin,Luxon,1
Vladimir Putin,Ardern,1
Vladimir Putin,1 March 2022,3
Vladimir Putin,Kenya,2
Vladimir Putin,23 February 2022,1
Vladimir Putin,Switzerland,2
Vladimir Putin,3 March,1
Vladimir Putin,the United Nations General Assembly,1
Vladimir Putin,The United Nations General Assembly Resolution ES-11/Resolution,1
Vladimir Putin,141,1
Vladimir Putin,five,5
Vladimir Putin,35,1
Vladimir Putin,U.N. General Assembly,1
Vladimir Putin,3 March 2022,3
Vladimir Putin,India,3
Vladimir Putin,West,6
Vladimir Putin,the Strategic Rocket Forces's,1
Vladimir Putin,4 March,1
Vladimir Putin,up to 15 years,1
Vladimir Putin,The International Criminal Court,1
Vladimir Putin,16 March,1
Vladimir Putin,fifth,1
Vladimir Putin,March,2
Vladimir Putin,the UN General Assembly,1
Vladimir Putin,38,3
Vladimir Putin,Volodymyr Zelenskyy,1
Vladimir Putin,99.9 percent,1
Vladimir Putin,Ukrainians,2
Vladimir Putin,13 May 2000,1
Vladimir Putin,89,2
Vladimir Putin,seven,2
Vladimir Putin,Stephen K.Stephen White,1
Vladimir Putin,American,8
Vladimir Putin,British,4
Vladimir Putin,Swedish,1
Vladimir Putin,Anders,1
Vladimir Putin,August 1998,1
Vladimir Putin,July 2000,1
Vladimir Putin,the Federal Assembly of Russia,1
Vladimir Putin,Lynch,1
Vladimir Putin,Dov,1
Vladimir Putin,2005,4
Vladimir Putin,Beslan].,1
Vladimir Putin,International Affairs 81,1
Vladimir Putin,1,2
Vladimir Putin,141161,1
Vladimir Putin,13 September 2004,1
Vladimir Putin,Boris Berezovsky,2
Vladimir Putin,Vladimir Gusinsky,1
Vladimir Putin,Roman Abramovich,2
Vladimir Putin,Arkady Rotenberg,1
Vladimir Putin,Sergey Guriyev,1
Vladimir Putin,four,3
Vladimir Putin,19992003,1
Vladimir Putin,the first half of 2008,1
Vladimir Putin,the second half of 20082013,1
Vladimir Putin,the Russo-Ukrainian War,1
Vladimir Putin,2014present).In 2000,1
Vladimir Putin,"the ""Programme for the Socio-Economic Development of the Russian Federation for the Period 20002010",1
Vladimir Putin,2008,6
Vladimir Putin,30%,1
Vladimir Putin,2006,2
Vladimir Putin,the United Aircraft Corporation,1
Vladimir Putin,38 billion cubic meters,1
Vladimir Putin,Power of Siberia,1
Vladimir Putin,2019,1
Vladimir Putin,30 years,1
Vladimir Putin,400bn,1
Vladimir Putin,Meduza,1
Vladimir Putin,2013,4
Vladimir Putin,the Kyoto Protocol,2
Vladimir Putin,The New York Times,2
Vladimir Putin,6 November 2004,1
Vladimir Putin,20 April 2008,1
Vladimir Putin,1990,2
Vladimir Putin,Amur,1
Vladimir Putin,The Amur Tiger Programme,1
Vladimir Putin,the Russian Orthodox Church,4
Vladimir Putin,Alexy II,1
Vladimir Putin,Kirill,2
Vladimir Putin,the Act of Canonical Communion,1
Vladimir Putin,the Moscow Patriarchate,1
Vladimir Putin,17 May 2007,1
Vladimir Putin,Russian Orthodox Church,1
Vladimir Putin,80-year,1
Vladimir Putin,the Hasidic Federation of Jewish Communities of Russia,1
Vladimir Putin,Jewish,1
Vladimir Putin,Lev Leviev,1
Vladimir Putin,Yossi Mehlman,1
Vladimir Putin,Haaretz,1
Vladimir Putin,11 December,1
Vladimir Putin,Berman Lea Goldman,1
Vladimir Putin,15 September 2003,1
Vladimir Putin,Cracked De Beers,1
Vladimir Putin,Forbes,4
Vladimir Putin,the Jewish Telegraphic Agency,1
Vladimir Putin,Russian Jewish,1
Vladimir Putin,Berel Lazar,1
Vladimir Putin,Anatoliy Serdyukov,1
Vladimir Putin,5 December 2007,1
Vladimir Putin,11,1
Vladimir Putin,Kuznetsov,1
Vladimir Putin,Mediterranean,2
Vladimir Putin,Guy Faulconbridge,1
Vladimir Putin,Reuters,3
Vladimir Putin,5 December,1
Vladimir Putin,the early 2000s,2
Vladimir Putin,the Russian Armed Forces,2
Vladimir Putin,Defense,1
Vladimir Putin,Serdyukov,1
Vladimir Putin,one million,1
Vladimir Putin,65,1
Vladimir Putin,10,2
Vladimir Putin,George W. Bush's,1
Vladimir Putin,1972,2
Vladimir Putin,Anti-Ballistic Missile Treaty,2
Vladimir Putin,Arctic,1
Vladimir Putin,August 2007,1
Vladimir Putin,2001,2
Vladimir Putin,the North Pole,1
Vladimir Putin,New York City,1
Vladimir Putin,NGO Human Rights Watch,1
Vladimir Putin,Hugh Williamson,1
Vladimir Putin,HRW,1
Vladimir Putin,Europe & Central Asia Division,1
Vladimir Putin,Civil Society,1
Vladimir Putin,24 April 2013,2
Vladimir Putin,Post-Soviet Era,1
Vladimir Putin,June 2020,1
Vladimir Putin,380,1
Vladimir Putin,63,1
Vladimir Putin,Alexey Navalny,1
Vladimir Putin,245,1
Vladimir Putin,Muslim,2
Vladimir Putin,more than 20%,1
Vladimir Putin,Scott Gehlbach,2
Vladimir Putin,the University of WisconsinMadison,1
Vladimir Putin,Reflections on Putin,1
Vladimir Putin,Post-Soviet Affairs,1
Vladimir Putin,26#1,1
Vladimir Putin,2010,3
Vladimir Putin,7787,1
Vladimir Putin,Maria Lipman,1
Vladimir Putin,Foreign Affairs,1
Vladimir Putin,Andrei Soldatov,1
Vladimir Putin,Irina Borogan,1
Vladimir Putin,Digital Dictators,1
Vladimir Putin,the New Online Revolutionaries,1
Vladimir Putin,2015,6
Vladimir Putin,Marian K. Leighton,1
Vladimir Putin,CIA,3
Vladimir Putin,"""Marian K. Leighton",1
Vladimir Putin,W. Orttung,2
Vladimir Putin,Christopher Walker,2
Vladimir Putin,148,1
Vladimir Putin,179,1
Vladimir Putin,Freedom House,1
Vladimir Putin,Russian Analytical Digest 21.123,1
Vladimir Putin,26,2
Vladimir Putin,17th-century,1
Vladimir Putin,Romanov,1
Vladimir Putin,Time of Troubles,1
Vladimir Putin,Sergei Prozorov,1
Vladimir Putin,Journal of Political Ideologies,1
Vladimir Putin,121143,1
Vladimir Putin,the Izborsky Club,1
Vladimir Putin,Alexander Prokhanov,1
Vladimir Putin,Marlene Laruelle,1
Vladimir Putin,The Izborsky Club,1
Vladimir Putin,AvantGarde,1
Vladimir Putin,Russian Review,1
Vladimir Putin,626644,1
Vladimir Putin,Vladislav Surkov,1
Vladimir Putin,Sirke Mkinen,1
Vladimir Putin,Surkovian,1
Vladimir Putin,Journal of Communist Studies and Transition Politics,1
Vladimir Putin,2011,5
Vladimir Putin,Church,2
Vladimir Putin,Baptist Union,1
Vladimir Putin,Great Britain,1
Vladimir Putin,Christian Today,1
Vladimir Putin,2016-05-22)-08.jpg,1
Vladimir Putin,Canada,1
Vladimir Putin,Corey Perry,1
Vladimir Putin,the 2016 IIHF World Championship,1
Vladimir Putin,13,2
Vladimir Putin,Sochi,2
Vladimir Putin,Winter Olympics,1
Vladimir Putin,Winter Paralympics,1
Vladimir Putin,Winter Olympic Games,1
Vladimir Putin,Kazan,1
Vladimir Putin,the 2013 Summer,1
Vladimir Putin,2 December 2010,1
Vladimir Putin,FIFA Confederations Cup,1
Vladimir Putin,2018 FIFA World Cup,1
Vladimir Putin,Sochi Winter Olympics,1
Vladimir Putin,28 October 2013,1
Vladimir Putin,Leonid Bershidsky,1
Vladimir Putin,the Financial Times,1
Vladimir Putin,Indian,1
Vladimir Putin,Hindu,2
Vladimir Putin,The Declaration on Strategic Partnership,1
Vladimir Putin,October 2000,1
Vladimir Putin,Asian,1
Vladimir Putin,SCO,1
Vladimir Putin,BRICS,1
Vladimir Putin,Pakistan,1
Vladimir Putin,post-Soviet,5
Vladimir Putin,Central Asia,1
Vladimir Putin,Shinzo Abe,1
Vladimir Putin,JapanRussia,1
Vladimir Putin,Philippines,1
Vladimir Putin,Filipino,1
Vladimir Putin,Rodrigo Duterte,1
Vladimir Putin,Myanmar,1
Vladimir Putin,Post-Soviet,2
Vladimir Putin,the Rose Revolution,1
Vladimir Putin,Georgia,4
Vladimir Putin,2003,4
Vladimir Putin,the Orange Revolution,1
Vladimir Putin,the Tulip Revolution,1
Vladimir Putin,Kyrgyzstan,3
Vladimir Putin,December 2004,1
Vladimir Putin,Rose,1
Vladimir Putin,Polish,1
Vladimir Putin,24 December,1
Vladimir Putin,the Ukrainian East,1
Vladimir Putin,Words Stir Fears,1
Vladimir Putin,Kyiv Post,1
Vladimir Putin,30 November 2010,1
Vladimir Putin,George W. Bush,2
Vladimir Putin,"Bohm, M. [",1
Vladimir Putin,Favorite Vassal,1
Vladimir Putin,The Moscow Times,1
Vladimir Putin,25 December 2013,1
Vladimir Putin,the Revolution of Dignity,1
Vladimir Putin,March 2014,1
Vladimir Putin,Bolsheviks,1
Vladimir Putin,February 2014,1
Vladimir Putin,Viktor Yanukovych,1
Vladimir Putin,neo-Nazis,1
Vladimir Putin,July 2014,2
Vladimir Putin,Eastern Ukraine,1
Vladimir Putin,late August 2014,1
Vladimir Putin,29 August 2014,2
Vladimir Putin,late December 2015,1
Vladimir Putin,Ukrainian Literature Library,1
Vladimir Putin,26 December 2015,1
Vladimir Putin,July 2021,1
Vladimir Putin,the Historical Unity of Russians,1
Vladimir Putin,August 2008,1
Vladimir Putin,Georgian,3
Vladimir Putin,Mikheil Saakashvili,1
Vladimir Putin,South Ossetia,2
Vladimir Putin,South Ossetia War,1
Vladimir Putin,Abkhazia,2
Vladimir Putin,Abkhazian,1
Vladimir Putin,Eurasian,1
Vladimir Putin,a Eurasian Union,1
Vladimir Putin,New Integration Project,1
Vladimir Putin,Eurasia,1
Vladimir Putin,A Future That Is Being Born Today,1
Vladimir Putin,Izvestiya,1
Vladimir Putin,3 October,1
Vladimir Putin,Uzbekistan,1
Vladimir Putin,post-Soviet republic,1
Vladimir Putin,Tashkent,1
Vladimir Putin,Islam Karimov,1
Vladimir Putin,United States,1
Vladimir Putin,Western Europe,1
Vladimir Putin,the War on Terror,1
Vladimir Putin,America,1
Vladimir Putin,Stephen F. Cohen,3
Vladimir Putin,HuffPost,1
Vladimir Putin,Transnistria,1
Vladimir Putin,"1992Abkhazia,",1
Vladimir Putin,the Iraq War,1
Vladimir Putin,the White House,1
Vladimir Putin,anti-Putin,1
Vladimir Putin,Michael Strmer,1
Vladimir Putin,Kosovo,2
Vladimir Putin,the Treaty on Conventional Armed Forces in,1
Vladimir Putin,Europe,2
Vladimir Putin,the Czech Republic,1
Vladimir Putin,January 2007,1
Vladimir Putin,The months,1
Vladimir Putin,Munich Speech,1
Vladimir Putin,Atlantic,2
Vladimir Putin,Cold War,1
Vladimir Putin,Serbia,2
Vladimir Putin,17 February 2008,1
Vladimir Putin,Angela Merkel,1
Vladimir Putin,Merkel,1
Vladimir Putin,DDR,1
Vladimir Putin,Libya,4
Vladimir Putin,the United Nations Security Council Resolution 1973,1
Vladimir Putin,Gaddafi,1
Vladimir Putin,21 March 2011.In late 2013,1
Vladimir Putin,Russian-American,1
Vladimir Putin,the United States,4
Vladimir Putin,1960,1
Vladimir Putin,Edward Snowden,1
Vladimir Putin,NSA.Shuster,1
Vladimir Putin,[ The World According to,1
Vladimir Putin,16 September 2013,1
Vladimir Putin,pp,1
Vladimir Putin,3035,1
Vladimir Putin,June 2015,1
Vladimir Putin,Daily News,1
Vladimir Putin,7 June 2015.On,1
Vladimir Putin,November 2016,2
Vladimir Putin,45th,1
Vladimir Putin,December 2016,1
Vladimir Putin,Clinton,1
Vladimir Putin,National Post,1
Vladimir Putin,16 December 2016,1
Vladimir Putin,Hillary,1
Vladimir Putin,26 July,1
Vladimir Putin,Trump,1
Vladimir Putin,Gallup,1
Vladimir Putin,February 2017,1
Vladimir Putin,22%,1
Vladimir Putin,Americans,1
Vladimir Putin,18 June 2020,1
Vladimir Putin,The National Interest,1
Vladimir Putin,nine thousand,1
Vladimir Putin,The Real Lessons of the 75th Anniversary of World War II,1
Vladimir Putin,United Kingdom,1
Vladimir Putin,the United Kingdom,2
Vladimir Putin,Alexander Litvinenko,3
Vladimir Putin,The end of 2006,1
Vladimir Putin,London,2
Vladimir Putin,Andrei Lugovoi,1
Vladimir Putin,Litvinenko,4
Vladimir Putin,UK,2
Vladimir Putin,20152016,1
Vladimir Putin,the British Government,1
Vladimir Putin,Patrushev,1
Vladimir Putin,Sergei Skripal,2
Vladimir Putin,4 March 2018,1
Vladimir Putin,Novichok,1
Vladimir Putin,Salisbury,1
Vladimir Putin,Latin America Putin,1
Vladimir Putin,Hugo Chvez,2
Vladimir Putin,Venezuela,4
Vladimir Putin,more than $4billion,1
Vladimir Putin,Jair Bolsonaro,1
Vladimir Putin,Oliver Stuenkel,1
Vladimir Putin,Brazil,1
Vladimir Putin,Bolsonaro,2
Vladimir Putin,the South Pacific,1
Vladimir Putin,September 2007,1
Vladimir Putin,Indonesia,1
Vladimir Putin,more than 50 years,1
Vladimir Putin,G20 Brisbane,1
Vladimir Putin,The Abbott Government,1
Vladimir Putin,Tony Abbott,3
Vladimir Putin,Australians,1
Vladimir Putin,MH17,2
Vladimir Putin,APEC,1
Vladimir Putin,12,1
Vladimir Putin,November 2014,1
Vladimir Putin,May 2014,2
Vladimir Putin,South Pacific Nations,1
Vladimir Putin,2022,3
Vladimir Putin,Australian,1
