Title,Named-entity,Frequency
Cristiano Ronaldo,12 March 2022,1
Cristiano Ronaldo,Tottenham Hotspur F.C.Tottenham,1
Cristiano Ronaldo,807,1
Cristiano Ronaldo,20012007,1
Cristiano Ronaldo,under-under-15,1
Cristiano Ronaldo,2001,2
Cristiano Ronaldo,under-15,1
Cristiano Ronaldo,under-under-17,1
Cristiano Ronaldo,under-under-20,1
Cristiano Ronaldo,under-under-21,1
Cristiano Ronaldo,34,1
Cristiano Ronaldo,Kazakhstan,1
Cristiano Ronaldo,"20 August 2003,Ronaldo",1
Cristiano Ronaldo,2006,2
Cristiano Ronaldo,FIFA World Cup,10
Cristiano Ronaldo,the 2006 FIFA World Cup,4
Cristiano Ronaldo,Iran,1
Cristiano Ronaldo,20072012,1
Cristiano Ronaldo,One day,1
Cristiano Ronaldo,22nd,1
Cristiano Ronaldo,Brazil,1
Cristiano Ronaldo,6 February,1
Cristiano Ronaldo,Luiz Felipe Scolari,1
Cristiano Ronaldo,Carlos Queiroz,1
Cristiano Ronaldo,Bosnia and Herzegovina,1
Cristiano Ronaldo,20122016,1
Cristiano Ronaldo,the 2014 World Cup,1
Cristiano Ronaldo,eight,2
Cristiano Ronaldo,17 October 2012,1
Cristiano Ronaldo,Northern Ireland,1
Cristiano Ronaldo,Armenia,1
Cristiano Ronaldo,Croatia,1
Cristiano Ronaldo,Danijel Subai,1
Cristiano Ronaldo,Ricardo Quaresma,1
Cristiano Ronaldo,Poland,1
Cristiano Ronaldo,European Championship,1
Cristiano Ronaldo,20162018,1
Cristiano Ronaldo,Post-European Championship,1
Cristiano Ronaldo,the Euro 2016,1
Cristiano Ronaldo,28 March 2017,1
Cristiano Ronaldo,age 32,1
Cristiano Ronaldo,23,1
Cristiano Ronaldo,Sweden,1
Cristiano Ronaldo,Miroslav Klose,1
Cristiano Ronaldo,FIFA Confederations Cup,1
Cristiano Ronaldo,Mexico,1
Cristiano Ronaldo,17 June,1
Cristiano Ronaldo,Quaresma,1
Cristiano Ronaldo,31 August 2017,1
Cristiano Ronaldo,51,2
Cristiano Ronaldo,the Faroe Islands,1
Cristiano Ronaldo,Pel,2
Cristiano Ronaldo,Hussein Saeed,1
Cristiano Ronaldo,78,1
Cristiano Ronaldo,15 June 2018,1
Cristiano Ronaldo,a FIFA World Cup,1
Cristiano Ronaldo,33,1
Cristiano Ronaldo,two minutes,1
Cristiano Ronaldo,World Cups,1
Cristiano Ronaldo,the World Cup,2
Cristiano Ronaldo,six,3
Cristiano Ronaldo,201819,1
Cristiano Ronaldo,Nations League Finals,1
Cristiano Ronaldo,June 2019,1
Cristiano Ronaldo,5 June,1
Cristiano Ronaldo,Switzerland,1
Cristiano Ronaldo,Ghana,1
Cristiano Ronaldo,Asamoah Gyan,1
Cristiano Ronaldo,10 September 2019,1
Cristiano Ronaldo,Lithuania,1
Cristiano Ronaldo,Euro 2020,2
Cristiano Ronaldo,15 June 2021,1
Cristiano Ronaldo,Hungary,1
Cristiano Ronaldo,Budapest,1
Cristiano Ronaldo,1 September,1
Cristiano Ronaldo,21,1
Cristiano Ronaldo,the Republic of Ireland,1
Cristiano Ronaldo,the Estdio Algarve,1
Cristiano Ronaldo,Ali Daei's,1
Cristiano Ronaldo,109,1
Cristiano Ronaldo,Allied,1
Cristiano Ronaldo,Manuel Pellegrini,1
Cristiano Ronaldo,Jos Mourinho,1
Cristiano Ronaldo,Massimiliano Allegri,1
Cristiano Ronaldo,4231,1
Cristiano Ronaldo,433,1
Cristiano Ronaldo,his second season,1
Cristiano Ronaldo,Maurizio Sarri,1
Cristiano Ronaldo,50,2
Cristiano Ronaldo,a single season,1
Cristiano Ronaldo,24%,1
Cristiano Ronaldo,Marca,1
Cristiano Ronaldo,28 August 2014,1
Cristiano Ronaldo,21 November,1
Cristiano Ronaldo,16 May 2014,1
Cristiano Ronaldo,1 October,1
Cristiano Ronaldo,Oxford Union,1
Cristiano Ronaldo,October 2013,1
Cristiano Ronaldo,Sepp Blatter,1
Cristiano Ronaldo,Blatter,2
Cristiano Ronaldo,Argentine,1
Cristiano Ronaldo,November 2012,1
Cristiano Ronaldo,Nike,1
Cristiano Ronaldo,720million,1
Cristiano Ronaldo,615million,1
Cristiano Ronaldo,2010,4
Cristiano Ronaldo,The Highest-Paid Athletes Of The Decade,1
Cristiano Ronaldo,Floyd Mayweather Jr.,1
Cristiano Ronaldo,over 500million,1
Cristiano Ronaldo,Facebook,1
Cristiano Ronaldo,Twitter,1
Cristiano Ronaldo,Instagram,1
Cristiano Ronaldo,February 2021,1
Cristiano Ronaldo,half a billion,1
Cristiano Ronaldo,Moments,1
Cristiano Ronaldo,December 2007.Demand,1
Cristiano Ronaldo,2008,1
Cristiano Ronaldo,CR7,1
Cristiano Ronaldo,Lisbon,1
Cristiano Ronaldo,2007,2
Cristiano Ronaldo,C.D. Nacional,1
Cristiano Ronaldo,June 2010,1
Cristiano Ronaldo,Steven Gerrard,1
Cristiano Ronaldo,David Beckham,1
Cristiano Ronaldo,London,1
Cristiano Ronaldo,23 July 2016,1
Cristiano Ronaldo,Madeira Airport,1
Cristiano Ronaldo,Cristiano Ronaldo International Airport,1
Cristiano Ronaldo,17 June 2010,1
Cristiano Ronaldo,the United States,1
Cristiano Ronaldo,Jos,1
Cristiano Ronaldo,age 52,1
Cristiano Ronaldo,September 2005,1
Cristiano Ronaldo,2004,2
Cristiano Ronaldo,Indian Ocean,1
Cristiano Ronaldo,eight-year-old,1
Cristiano Ronaldo,Martunis,1
Cristiano Ronaldo,19 days,1
Cristiano Ronaldo,Aceh,1
Cristiano Ronaldo,Indonesia,1
Cristiano Ronaldo,nine-year-old,1
Cristiano Ronaldo,Canarian,1
Cristiano Ronaldo,5million,1
Cristiano Ronaldo,Nepal,1
Cristiano Ronaldo,"over 8,000",1
Cristiano Ronaldo,July 2017,1
Cristiano Ronaldo,almost 15million,1
Cristiano Ronaldo,between 2011 and 2014,1
Cristiano Ronaldo,the British Crown Prosecution Service,1
Cristiano Ronaldo,2005,1
Cristiano Ronaldo,days,1
Cristiano Ronaldo,Scotland Yard,1
Cristiano Ronaldo,April 2017,1
Cristiano Ronaldo,the Las Vegas Police Department,1
Cristiano Ronaldo,Bcolspancolspancolspancolspan0-Sporting,1
Cristiano Ronaldo,League6-200405,1
Cristiano Ronaldo,Manchester United F.C.200405Premier League9-200506,1
Cristiano Ronaldo,Manchester,3
Cristiano Ronaldo,Leaguecolspan12-200607,1
Cristiano Ronaldo,F.C.200607Premier Leaguecolspan23-200708,1
Cristiano Ronaldo,"Ligacolspan""2""255-2013201314La",1
Cristiano Ronaldo,2016201617La,1
Cristiano Ronaldo,2017201718La,1
Cristiano Ronaldo,"F.C.201819Serie Acolspan""2""128",1
Cristiano Ronaldo,"F.C.201920Serie Acolspan""2""137",1
Cristiano Ronaldo,F.C.202122Serie,1
Cristiano Ronaldo,"Acolspan""2""0-!colspan""2""Total!98!!81!!10!!4!!colspan""2""!!23!!14!!3!!2!!134!!101",1
Cristiano Ronaldo,Manchester United202122,1
Cristiano Ronaldo,year,1
Cristiano Ronaldo,European Youth Summer Olympic,1
Cristiano Ronaldo,U172001colspan3232-20024Two,1
Cristiano Ronaldo,2002,2
Cristiano Ronaldo,Toulon,1
Cristiano Ronaldo,UEFA European Under-21 Championship qualification.22092-!Total!7!2!3!1!10!3-Portugal,1
Cristiano Ronaldo,Summer Olympics,1
Cristiano Ronaldo,200411Six,1
Cristiano Ronaldo,UEFA Euro 2004,1
Cristiano Ronaldo,the UEFA Euro,6
Cristiano Ronaldo,UEFA Euro 2008,1
Cristiano Ronaldo,UEFA Euro 2012,1
Cristiano Ronaldo,UEFA Euro 2016,1
Cristiano Ronaldo,qualification.10331313-201710Six,1
Cristiano Ronaldo,FIFA Confederations,1
Cristiano Ronaldo,FIFA World,1
Cristiano Ronaldo,eleven,1
Cristiano Ronaldo,the UEFA Euro 2020,1
Cristiano Ronaldo,Finals.14colspan1014-20204Appearances,1
Cristiano Ronaldo,202021,1
Cristiano Ronaldo,UEFA Nations,1
Cristiano Ronaldo,2022,2
Cristiano Ronaldo,UEFA Euro,1
Cristiano Ronaldo,FIFA World Cup qualification.00020-!colspanTotal!134!95!52!20!186!115-!colspanCareer,1
Cristiano Ronaldo,Honours Sporting,1
Cristiano Ronaldo,Supertaa,1
Cristiano Ronaldo,Cndido de Oliveira,1
Cristiano Ronaldo,2007200708,5
Cristiano Ronaldo,2008200809 FA Cup,1
Cristiano Ronaldo,2003200304,1
Cristiano Ronaldo,2005200506,1
Cristiano Ronaldo,FIFA Club World Cup,2
Cristiano Ronaldo,2008Real,1
Cristiano Ronaldo,2011201112,1
Cristiano Ronaldo,2016201617,2
Cristiano Ronaldo,2010201011,2
Cristiano Ronaldo,2013201314,4
Cristiano Ronaldo,2017201718,1
Cristiano Ronaldo,UEFA Super Cup,1
Cristiano Ronaldo,2018201819,1
Cristiano Ronaldo,2019201920,1
Cristiano Ronaldo,2020202021,1
Cristiano Ronaldo,2020Portugal,1
Cristiano Ronaldo,2018201819Individual,1
Cristiano Ronaldo,FIFA Ballon,2
Cristiano Ronaldo,FIFA Ballon d'2013,1
Cristiano Ronaldo,FIFA World Player,1
Cristiano Ronaldo,the Year: 2008,1
Cristiano Ronaldo,The Best FIFA Men's Player,1
Cristiano Ronaldo,The Best FIFA Special Award for Outstanding Career Achievement,1
Cristiano Ronaldo,2021,1
Cristiano Ronaldo,European Golden Shoe,1
Cristiano Ronaldo,"200708, 201011, 201314",1
Cristiano Ronaldo,201415,1
Cristiano Ronaldo,"FPF Portuguese Player of the Year: 2016, 2017, 2018",1
Cristiano Ronaldo,the Year: 2006200607,1
Cristiano Ronaldo,Premier League Player,1
Cristiano Ronaldo,the Season: 2006200607,1
Cristiano Ronaldo,La Liga Best Player,1
Cristiano Ronaldo,2014201415,1
Cristiano Ronaldo,the Year,1
Cristiano Ronaldo,20182019,1
Cristiano Ronaldo,Cordo Autonmico de Distino,1
Cristiano Ronaldo,100 or more,1
Cristiano Ronaldo,500,1
Cristiano Ronaldo,goalsNotesReferencesCitationsWorks,1
Cristiano Ronaldo,fg,1
